w,vector_uso
set,"[9, 0, 2, 0, 10, 7, 10, 0, 0, 2, 0, 1, 0, 1, 0, 19, 0, 0, 1, 0, 8, 13, 8, 0, 6, 19, 1, 0, 0, 6, 4, 0, 51, 0, 0, 1, 0, 0, 0, 12, 0, 72, 0, 0, 0, 2, 163, 0, 0, 0, 0, 0, 0, 29, 7, 0, 21, 0, 0, 46, 2]",Handbook of Federal Aids to Communities. U.S. Department of
Development,"[23, 13, 0, 0, 0, 8, 1, 0, 3]",Handbook of Federal Aids to Communities. U.S. Department of
he,"[0, 1039, 486, 2]",Handbook of Federal Aids to Communities. U.S. Department of
farmers,"[0, 9, 0, 0, 0, 0, 0, 0]",Handbook of Federal Aids to Communities. U.S. Department of
makes,"[0, 0, 0, 0, 4, 8, 0, 0, 31, 0, 3, 0, 0, 0, 18, 26, 0, 127, 0, 0, 1, 1, 0, 0, 9, 0, 9, 0, 0, 123, 2, 80, 0, 0, 51, 17, 6, 1, 0, 0, 0, 0, 492, 0, 163, 0, 5, 1, 0, 0, 4, 0, 39, 21, 1, 0, 0, 0, 0, 0, 113, 11, 1, 21, 0, 16, 0, 0, 9, 0]",Handbook of Federal Aids to Communities. U.S. Department of
Land,"[8, 5, 146, 11, 0, 18, 0, 0, 11, 0, 0, 0, 0, 3, 1, 0, 0, 21, 0, 16, 2, 1, 0, 32, 3, 0, 28, 0, 0, 49, 0, 2]",Handbook of Federal Aids to Communities. U.S. Department of
Intermediate,"[10, 2, 0, 0, 0, 21, 0]",Handbook of Federal Aids to Communities. U.S. Department of
own,"[0, 492, 4, 111]",Handbook of Federal Aids to Communities. U.S. Department of
furnishing,"[1, 0, 16, 0, 3, 1]",Handbook of Federal Aids to Communities. U.S. Department of
use,"[0, 0, 0, 66, 0, 0, 3, 0, 5, 7, 0, 7, 6, 0, 1, 0, 6, 1, 2, 1, 0, 11, 9]",Handbook of Federal Aids to Communities. U.S. Department of
Field,"[34, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 25, 0, 1, 2, 0, 0, 1, 0, 0, 0, 0, 0, 5, 32, 7, 0, 0, 0, 24, 0, 0, 0, 0]",Handbook of Federal Aids to Communities. U.S. Department of
Research,"[0, 7, 7, 2, 0]",Handbook of Federal Aids to Communities. U.S. Department of
practical,"[0, 1, 0, 0, 6]",Handbook of Federal Aids to Communities. U.S. Department of
successfully,[2],Handbook of Federal Aids to Communities. U.S. Department of
Guidance,"[8, 4, 0, 0, 2, 1]",Handbook of Federal Aids to Communities. U.S. Department of
one,"[3, 0, 0, 29, 24, 0, 0, 0, 5, 0, 0, 0, 0, 321, 1, 786, 0]",Handbook of Federal Aids to Communities. U.S. Department of
amount,"[4, 5, 84, 42, 0, 0, 22, 0, 12, 8]",Handbook of Federal Aids to Communities. U.S. Department of
Mich.,[],Handbook of Federal Aids to Communities. U.S. Department of
must,"[0, 115, 0]",Handbook of Federal Aids to Communities. U.S. Department of
facilities,"[4, 0, 0, 0, 0, 0, 3]",Handbook of Federal Aids to Communities. U.S. Department of
--,[],Handbook of Federal Aids to Communities. U.S. Department of
buy,"[21, 2, 0, 0, 0, 2, 0]",Handbook of Federal Aids to Communities. U.S. Department of
Banks,"[0, 0, 0, 0, 0, 0, 7, 7, 0, 0, 0, 1, 0, 0, 0, 1]",Handbook of Federal Aids to Communities. U.S. Department of
Superintendent,"[1, 7, 0]",Handbook of Federal Aids to Communities. U.S. Department of
Calif.,"[3, 0, 0, 0]",Handbook of Federal Aids to Communities. U.S. Department of
permanent,"[0, 2, 0, 5]",Handbook of Federal Aids to Communities. U.S. Department of
assist,"[1, 4, 9, 0, 0, 3, 7, 41]",Handbook of Federal Aids to Communities. U.S. Department of
Counseling,"[8, 4, 0, 1, 0, 2, 0]",Handbook of Federal Aids to Communities. U.S. Department of
potential,"[0, 1, 0, 41, 6, 0, 0, 13, 0]",Handbook of Federal Aids to Communities. U.S. Department of
production,"[6, 8, 1, 11]",Handbook of Federal Aids to Communities. U.S. Department of
Boston,"[0, 0, 0, 4, 0]",Handbook of Federal Aids to Communities. U.S. Department of
earnings,"[0, 8, 0, 1, 26, 0, 5, 0, 5, 0, 0, 3, 0, 5, 1, 1, 2, 19, 113, 0, 0]",Handbook of Federal Aids to Communities. U.S. Department of
covering,"[6, 1, 0, 3, 1, 0, 0, 0, 2, 0, 5, 1, 0, 1, 0, 0, 8, 10, 0, 0, 0, 2, 8, 20, 3, 0, 0, 13, 4, 0, 0, 6, 0, 0, 0, 6, 0, 0, 1, 4, 7]",Handbook of Federal Aids to Communities. U.S. Department of
require,"[22, 0, 80, 51, 0, 5, 0, 15, 2, 54, 6, 14]",Handbook of Federal Aids to Communities. U.S. Department of
types,"[12, 16, 0, 0, 35, 0]",Handbook of Federal Aids to Communities. U.S. Department of
act,"[23, 3, 0, 6, 127, 0, 42, 0, 1, 22, 0, 37, 0, 0, 163, 24, 0, 5, 19, 0]",Handbook of Federal Aids to Communities. U.S. Department of
32,"[1, 0, 1]",Handbook of Federal Aids to Communities. U.S. Department of
Administration,"[3, 0, 0, 8, 0, 0, 2, 8, 0, 0, 0, 0, 13, 4, 0]",Handbook of Federal Aids to Communities. U.S. Department of
clearing,"[0, 0, 8, 0, 29, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 2, 0, 12, 0, 2, 0, 5, 1, 2, 0, 0, 0, 0, 0, 113, 0, 0, 0]",Handbook of Federal Aids to Communities. U.S. Department of
space,"[0, 0, 0, 2, 2, 72, 43, 16]",Handbook of Federal Aids to Communities. U.S. Department of
not,"[602, 0]",Handbook of Federal Aids to Communities. U.S. Department of
Regional,[4],Handbook of Federal Aids to Communities. U.S. Department of
obligation,"[4, 0, 0, 3, 0, 0]",Handbook of Federal Aids to Communities. U.S. Department of
presenting,"[2, 3, 0, 36, 0, 6, 5, 0, 11, 51, 0, 44, 0, 2, 0, 6, 62, 3, 6, 0]",Handbook of Federal Aids to Communities. U.S. Department of
authorized,"[0, 0, 0, 1, 0, 0, 12, 26]",Handbook of Federal Aids to Communities. U.S. Department of
register,"[2, 0, 21, 0, 1, 19, 44, 0]",Handbook of Federal Aids to Communities. U.S. Department of
Philadelphia,"[0, 6]",Handbook of Federal Aids to Communities. U.S. Department of
System,"[4, 23, 8, 1, 0, 0]",Handbook of Federal Aids to Communities. U.S. Department of
Detroit,"[0, 0, 1]",Handbook of Federal Aids to Communities. U.S. Department of
businesses,"[0, 0, 0, 39, 0, 3, 5, 0, 24, 0, 0, 0, 0, 0, 5, 31]",Handbook of Federal Aids to Communities. U.S. Department of
marketing,"[0, 2, 31, 0, 5, 1]",Handbook of Federal Aids to Communities. U.S. Department of
Many,[94],Handbook of Federal Aids to Communities. U.S. Department of
jointly,"[0, 0, 0, 0]",Handbook of Federal Aids to Communities. U.S. Department of
maximum,"[2, 0, 0, 0, 0, 4]",Handbook of Federal Aids to Communities. U.S. Department of
new,"[0, 0, 38, 1, 5, 36, 3, 12, 92, 4, 4]",Handbook of Federal Aids to Communities. U.S. Department of
in,"[0, 152, 2, 0, 3, 0, 1, 2255, 0, 0]",Handbook of Federal Aids to Communities. U.S. Department of
classes,"[0, 1, 0, 39, 1, 12, 0, 0, 74, 0, 5, 0, 52, 12, 3, 0, 61, 18]",Handbook of Federal Aids to Communities. U.S. Department of
that,[],Handbook of Federal Aids to Communities. U.S. Department of
loans,"[1, 1, 0]",Handbook of Federal Aids to Communities. U.S. Department of
funds,"[8, 4, 0, 0, 0, 0, 0, 0, 10, 0, 0, 36]",Handbook of Federal Aids to Communities. U.S. Department of
solutions,"[10, 4, 27, 25, 8, 0]",Handbook of Federal Aids to Communities. U.S. Department of
circumstances,"[17, 13, 2, 12, 10, 4, 2, 8, 1, 2, 5, 3]",Handbook of Federal Aids to Communities. U.S. Department of
paid,"[0, 19, 51, 3, 0, 6, 0, 0, 0, 6, 0, 0, 8, 2]",Handbook of Federal Aids to Communities. U.S. Department of
equipment,[27],Handbook of Federal Aids to Communities. U.S. Department of
this,[],Handbook of Federal Aids to Communities. U.S. Department of
approval,"[2, 0, 2, 0, 0, 0]",Handbook of Federal Aids to Communities. U.S. Department of
;,[],Handbook of Federal Aids to Communities. U.S. Department of
developments,"[23, 13, 0, 0, 0, 8, 1, 0, 3]",Handbook of Federal Aids to Communities. U.S. Department of
during,[],Handbook of Federal Aids to Communities. U.S. Department of
defined,"[1, 1, 0, 0, 0, 1, 2, 0, 2, 0, 46]",Handbook of Federal Aids to Communities. U.S. Department of
progresses,"[0, 0, 0, 0, 3, 0, 1, 0, 0, 6, 0, 0, 0, 0, 0, 1, 0, 0, 9]",Handbook of Federal Aids to Communities. U.S. Department of
To,[],Handbook of Federal Aids to Communities. U.S. Department of
Facilities,"[4, 0, 0, 0, 0, 0, 3]",Handbook of Federal Aids to Communities. U.S. Department of
capacity,"[0, 0, 1, 0, 7, 5]",Handbook of Federal Aids to Communities. U.S. Department of
wide,"[0, 0, 0, 0, 0, 4, 3, 0, 0, 4, 0, 0, 16, 3, 0, 0, 24]",Handbook of Federal Aids to Communities. U.S. Department of
both,[76],Handbook of Federal Aids to Communities. U.S. Department of
Office,"[1, 0, 0, 43, 19, 2, 16, 58, 1, 47, 7, 0, 72, 1, 6, 0, 7, 0, 6]",Handbook of Federal Aids to Communities. U.S. Department of
labor,"[0, 0, 4, 6, 0, 24, 0, 7, 3, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 2, 11, 0, 0]",Handbook of Federal Aids to Communities. U.S. Department of
cents,"[0, 0, 28]",Handbook of Federal Aids to Communities. U.S. Department of
uses,"[0, 0, 0, 0, 66, 0, 0, 0, 0, 0, 17, 3, 0, 5, 0, 7, 0, 7, 6, 0, 1, 0, 6, 14, 1, 2, 1, 0, 0, 11, 9]",Handbook of Federal Aids to Communities. U.S. Department of
Los,[],Handbook of Federal Aids to Communities. U.S. Department of
45,"[2, 0, 0]",Handbook of Federal Aids to Communities. U.S. Department of
Information,"[0, 4, 16, 0, 0]",Handbook of Federal Aids to Communities. U.S. Department of
efficiency,[3],Handbook of Federal Aids to Communities. U.S. Department of
businessmen,"[0, 0, 0, 0]",Handbook of Federal Aids to Communities. U.S. Department of
unable,"[0, 0, 0]",Handbook of Federal Aids to Communities. U.S. Department of
utilization,"[1, 66, 0, 0, 5, 9]",Handbook of Federal Aids to Communities. U.S. Department of
objective,"[0, 3, 0, 5, 0, 0, 8, 0, 0, 4]",Handbook of Federal Aids to Communities. U.S. Department of
tools,"[1, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 2]",Handbook of Federal Aids to Communities. U.S. Department of
",",[],Handbook of Federal Aids to Communities. U.S. Department of
community,"[0, 13, 0, 0, 0]",Handbook of Federal Aids to Communities. U.S. Department of
agricultural,"[1, 11, 0]",Handbook of Federal Aids to Communities. U.S. Department of
Interior,"[0, 8, 4, 25, 3, 0, 0, 1, 0, 0, 54, 0]",Handbook of Federal Aids to Communities. U.S. Department of
Current,"[8, 0, 5, 2]",Handbook of Federal Aids to Communities. U.S. Department of
Section,"[47, 4, 0, 0, 0, 1, 12, 0, 3, 2]",Handbook of Federal Aids to Communities. U.S. Department of
two,"[158, 0, 0, 0, 26]",Handbook of Federal Aids to Communities. U.S. Department of
know-how,[0],Handbook of Federal Aids to Communities. U.S. Department of
Such,[107],Handbook of Federal Aids to Communities. U.S. Department of
processing,"[0, 127, 0, 1, 52, 2, 0, 12, 3, 9, 0]",Handbook of Federal Aids to Communities. U.S. Department of
particularly,"[14, 0, 0, 11, 0]",Handbook of Federal Aids to Communities. U.S. Department of
6,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 6, 0, 0]",Handbook of Federal Aids to Communities. U.S. Department of
Department,"[4, 12]",Handbook of Federal Aids to Communities. U.S. Department of
research,"[0, 7, 7, 2, 0]",Handbook of Federal Aids to Communities. U.S. Department of
otherwise,"[0, 3, 5]",Handbook of Federal Aids to Communities. U.S. Department of
did,"[3, 0, 0, 9, 18, 0, 84, 0, 5, 0, 1, 6, 22, 0, 6, 25, 0, 1, 163, 0, 0, 3, 113, 46]",Handbook of Federal Aids to Communities. U.S. Department of
directly,"[12, 12, 0, 0, 0, 1, 10, 3, 16, 0, 129, 0, 16]",Handbook of Federal Aids to Communities. U.S. Department of
natural,"[1, 0, 0, 1, 25, 13, 0, 4]",Handbook of Federal Aids to Communities. U.S. Department of
association,"[1, 0, 3, 2, 0, 5]",Handbook of Federal Aids to Communities. U.S. Department of
interested,"[12, 8, 14, 33, 5, 0, 1]",Handbook of Federal Aids to Communities. U.S. Department of
indicators,"[12, 0, 0, 1]",Handbook of Federal Aids to Communities. U.S. Department of
these,[],Handbook of Federal Aids to Communities. U.S. Department of
Is,"[3, 11, 0, 1, 722, 0, 12, 21, 0, 26, 6, 6]",Handbook of Federal Aids to Communities. U.S. Department of
topics,"[1, 16, 29, 25, 7]",Handbook of Federal Aids to Communities. U.S. Department of
They,[],Handbook of Federal Aids to Communities. U.S. Department of
share,"[47, 0, 0, 0, 5, 0, 0, 4, 17, 0, 4, 0, 20, 0]",Handbook of Federal Aids to Communities. U.S. Department of
so,"[177, 0, 0, 17, 3, 0, 22, 0, 0, 228, 0, 12]",Handbook of Federal Aids to Communities. U.S. Department of
facility,"[4, 0, 0, 0, 0, 0, 3]",Handbook of Federal Aids to Communities. U.S. Department of
cosponsors,[0],Handbook of Federal Aids to Communities. U.S. Department of
his,[],Handbook of Federal Aids to Communities. U.S. Department of
Production,"[6, 8, 1, 11]",Handbook of Federal Aids to Communities. U.S. Department of
current,"[8, 0, 5, 2]",Handbook of Federal Aids to Communities. U.S. Department of
25,"[0, 6, 2, 0]",Handbook of Federal Aids to Communities. U.S. Department of
owners,"[5, 0, 3]",Handbook of Federal Aids to Communities. U.S. Department of
principles,"[8, 0, 14, 0]",Handbook of Federal Aids to Communities. U.S. Department of
upon,[],Handbook of Federal Aids to Communities. U.S. Department of
investment,"[1, 0, 8, 0]",Handbook of Federal Aids to Communities. U.S. Department of
one-half,"[36, 1]",Handbook of Federal Aids to Communities. U.S. Department of
carry,"[3, 0, 15, 0, 7, 1, 0, 0, 9, 2, 0, 80, 0, 17, 0, 0, 1, 0, 43, 2, 36, 0, 7, 4, 0, 6, 1, 0]",Handbook of Federal Aids to Communities. U.S. Department of
where,[],Handbook of Federal Aids to Communities. U.S. Department of
unpaid,"[5, 1, 4, 1]",Handbook of Federal Aids to Communities. U.S. Department of
there,"[0, 0, 0, 0, 0, 276]",Handbook of Federal Aids to Communities. U.S. Department of
specifications,"[0, 0, 0]",Handbook of Federal Aids to Communities. U.S. Department of
lines,"[1, 0, 6, 24, 0, 74, 0, 0, 3, 0, 0, 0, 7, 7, 0, 0, 0, 0, 31, 1, 0, 0, 0, 5, 0, 9, 0, 0, 0, 0, 0, 2, 0, 0, 0, 39, 0, 0, 0, 0, 0, 1, 1, 0, 6, 0, 0, 0, 0, 0, 3, 3, 0, 0, 26, 2, 0, 36, 0, 9, 0, 2, 0, 0, 0, 0, 0, 0]",Handbook of Federal Aids to Communities. U.S. Department of
),[],Handbook of Federal Aids to Communities. U.S. Department of
further,"[1, 18, 0, 3, 57, 5, 2, 2]",Handbook of Federal Aids to Communities. U.S. Department of
Director,"[0, 0, 4, 0, 0, 0, 0, 1]",Handbook of Federal Aids to Communities. U.S. Department of
suggested,"[3, 7, 1, 0, 5, 0, 2, 1]",Handbook of Federal Aids to Communities. U.S. Department of
'',[],Handbook of Federal Aids to Communities. U.S. Department of
associations,"[1, 0, 3, 2, 0, 5]",Handbook of Federal Aids to Communities. U.S. Department of
locate,"[0, 4, 2, 2, 72, 0]",Handbook of Federal Aids to Communities. U.S. Department of
30,"[0, 0, 7, 5]",Handbook of Federal Aids to Communities. U.S. Department of
growth,"[0, 23, 13, 0, 8, 1, 0, 0, 13, 1]",Handbook of Federal Aids to Communities. U.S. Department of
payments,"[0, 0, 0, 0]",Handbook of Federal Aids to Communities. U.S. Department of
expense,"[0, 0, 8, 0, 0]",Handbook of Federal Aids to Communities. U.S. Department of
continues,"[0, 0, 1, 13, 8, 0, 16, 13, 0, 0, 35, 1, 0, 0, 0, 0, 0, 1]",Handbook of Federal Aids to Communities. U.S. Department of
Circular,"[0, 0, 0, 3, 4, 0, 1, 0, 0, 0, 0]",Handbook of Federal Aids to Communities. U.S. Department of
participation,"[0, 1, 0, 1]",Handbook of Federal Aids to Communities. U.S. Department of
specialists,"[2, 0, 0, 0]",Handbook of Federal Aids to Communities. U.S. Department of
directors,"[0, 0, 4, 0, 0, 0, 0, 1]",Handbook of Federal Aids to Communities. U.S. Department of
meet,"[0, 23, 0, 7, 0, 7, 1, 0, 3, 1, 0, 8, 11, 3, 0, 0, 0, 102, 0, 3, 2, 0, 0, 0, 19, 1, 3, 0, 0]",Handbook of Federal Aids to Communities. U.S. Department of
supplements,"[0, 0, 0, 0, 0, 3, 0, 0, 1, 0]",Handbook of Federal Aids to Communities. U.S. Department of
contacted,"[0, 0, 19, 3, 11, 11, 0]",Handbook of Federal Aids to Communities. U.S. Department of
surplus,"[0, 5, 0, 0, 0, 0, 2, 0, 6, 2]",Handbook of Federal Aids to Communities. U.S. Department of
measures,"[1, 4, 0, 0, 12, 0, 0, 12, 0, 0, 10, 1, 0, 1, 1, 23, 0, 0, 12, 0, 4, 17, 0, 1, 8, 0]",Handbook of Federal Aids to Communities. U.S. Department of
resources,"[15, 0, 0]",Handbook of Federal Aids to Communities. U.S. Department of
were,"[3, 11, 0, 1, 722, 0, 12, 21, 0, 26, 6, 6]",Handbook of Federal Aids to Communities. U.S. Department of
is,"[3, 11, 0, 1, 722, 0, 12, 21, 0, 26, 6, 6]",Handbook of Federal Aids to Communities. U.S. Department of
(,[],Handbook of Federal Aids to Communities. U.S. Department of
from,[],Handbook of Federal Aids to Communities. U.S. Department of
required,"[0, 22, 0, 80, 28, 0, 51, 0, 9, 5, 1, 0, 15, 0, 2, 54, 6, 14]",Handbook of Federal Aids to Communities. U.S. Department of
Product,"[0, 0, 11, 8, 1, 0, 0]",Handbook of Federal Aids to Communities. U.S. Department of
Minneapolis,[2],Handbook of Federal Aids to Communities. U.S. Department of
financing,"[0, 4, 0]",Handbook of Federal Aids to Communities. U.S. Department of
finance,[0],Handbook of Federal Aids to Communities. U.S. Department of
help,"[0, 3, 1, 0, 19, 9, 0, 3, 7, 0, 41, 1]",Handbook of Federal Aids to Communities. U.S. Department of
if,[],Handbook of Federal Aids to Communities. U.S. Department of
notice,"[0, 3, 55, 10, 1, 0, 4, 8, 9, 0, 2, 0, 1, 0, 4, 0, 4, 9, 4]",Handbook of Federal Aids to Communities. U.S. Department of
statistical,[3],Handbook of Federal Aids to Communities. U.S. Department of
forth,"[9, 9, 0, 0, 40, 102, 0]",Handbook of Federal Aids to Communities. U.S. Department of
Minerals,[1],Handbook of Federal Aids to Communities. U.S. Department of
essential,"[0, 1, 0, 0, 1, 4, 3, 0, 13, 18, 4]",Handbook of Federal Aids to Communities. U.S. Department of
would,[],Handbook of Federal Aids to Communities. U.S. Department of
publicized,"[0, 0, 0, 5, 0, 1, 0, 26]",Handbook of Federal Aids to Communities. U.S. Department of
voluntarily,[3],Handbook of Federal Aids to Communities. U.S. Department of
assure,"[9, 102, 39, 6, 2, 0, 0, 3, 1, 38, 0, 1, 5]",Handbook of Federal Aids to Communities. U.S. Department of
N.Y.,[],Handbook of Federal Aids to Communities. U.S. Department of
board,"[1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 26, 0, 0, 1, 15, 31]",Handbook of Federal Aids to Communities. U.S. Department of
borrower,[0],Handbook of Federal Aids to Communities. U.S. Department of
listed,"[5, 1, 42, 31, 2, 21]",Handbook of Federal Aids to Communities. U.S. Department of
managers,"[1, 0, 4, 0, 1]",Handbook of Federal Aids to Communities. U.S. Department of
These,[],Handbook of Federal Aids to Communities. U.S. Department of
reasonable,"[1, 3, 0, 4, 15]",Handbook of Federal Aids to Communities. U.S. Department of
programs,"[0, 0, 0, 2, 0, 2, 0, 27, 0, 0, 0, 15]",Handbook of Federal Aids to Communities. U.S. Department of
One-day,[],Handbook of Federal Aids to Communities. U.S. Department of
Three,"[0, 0, 0, 0, 0, 0, 0, 56, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Handbook of Federal Aids to Communities. U.S. Department of
Rural,[5],Handbook of Federal Aids to Communities. U.S. Department of
:,[],Handbook of Federal Aids to Communities. U.S. Department of
8-b-2,[],Handbook of Federal Aids to Communities. U.S. Department of
What,[],Handbook of Federal Aids to Communities. U.S. Department of
suitable,"[1, 5, 3, 3]",Handbook of Federal Aids to Communities. U.S. Department of
In,"[0, 152, 2, 0, 3, 0, 1, 2255, 0, 0]",Handbook of Federal Aids to Communities. U.S. Department of
authorizes,"[0, 0, 0, 12, 26]",Handbook of Federal Aids to Communities. U.S. Department of
specific,"[8, 20]",Handbook of Federal Aids to Communities. U.S. Department of
``,[],Handbook of Federal Aids to Communities. U.S. Department of
Does,"[3, 0, 0, 0, 9, 18, 0, 0, 84, 0, 0, 5, 0, 1, 6, 0, 22, 0, 6, 25, 0, 1, 163, 0, 0, 0, 3, 113, 46]",Handbook of Federal Aids to Communities. U.S. Department of
offered,"[0, 2, 16, 0, 0, 1, 0, 0, 1, 0, 11, 4]",Handbook of Federal Aids to Communities. U.S. Department of
service,"[0, 1, 0, 3, 0, 0, 0, 19, 0, 0, 0, 0, 9, 0, 41, 0]",Handbook of Federal Aids to Communities. U.S. Department of
groups,"[1, 30, 0, 0, 0, 0]",Handbook of Federal Aids to Communities. U.S. Department of
contracts,"[6, 20, 10, 0, 1, 0, 0, 1, 0, 8, 123, 5, 80, 0, 1, 0, 13, 0, 2, 0, 5, 0, 2, 1]",Handbook of Federal Aids to Communities. U.S. Department of
industrial,[9],Handbook of Federal Aids to Communities. U.S. Department of
purpose,"[18, 3, 66, 7, 0, 1, 7, 1, 11, 1, 2, 6]",Handbook of Federal Aids to Communities. U.S. Department of
include,"[0, 9, 10]",Handbook of Federal Aids to Communities. U.S. Department of
procurement,"[0, 1, 0]",Handbook of Federal Aids to Communities. U.S. Department of
Mo.,[],Handbook of Federal Aids to Communities. U.S. Department of
rest,"[19, 16, 0, 0, 16, 26, 0, 0, 0, 0, 1, 2, 3, 0, 0, 8, 0, 1, 0, 0, 0, 8, 1, 0, 13, 0]",Handbook of Federal Aids to Communities. U.S. Department of
Repayment,"[0, 0, 0]",Handbook of Federal Aids to Communities. U.S. Department of
.,[],Handbook of Federal Aids to Communities. U.S. Department of
technical,"[3, 11, 0, 0, 1]",Handbook of Federal Aids to Communities. U.S. Department of
items,"[37, 20, 2, 6, 3]",Handbook of Federal Aids to Communities. U.S. Department of
interest,"[0, 8, 1, 0, 1, 0, 33, 3, 5, 0, 2, 2]",Handbook of Federal Aids to Communities. U.S. Department of
machinery,[19],Handbook of Federal Aids to Communities. U.S. Department of
services,"[0, 1, 0, 3, 0, 0, 0, 19, 0, 8, 0, 0, 0, 9, 0, 41, 0]",Handbook of Federal Aids to Communities. U.S. Department of
never,"[0, 96]",Handbook of Federal Aids to Communities. U.S. Department of
activities,"[0, 52, 0, 0, 0, 0, 8, 0]",Handbook of Federal Aids to Communities. U.S. Department of
those,[],Handbook of Federal Aids to Communities. U.S. Department of
basis,"[0, 26, 21, 0, 3, 0, 1, 0]",Handbook of Federal Aids to Communities. U.S. Department of
beneficial,"[134, 1]",Handbook of Federal Aids to Communities. U.S. Department of
want,"[0, 2, 51, 10, 0, 17, 1, 54, 16, 0, 6]",Handbook of Federal Aids to Communities. U.S. Department of
improve,"[0, 0, 57, 8, 0]",Handbook of Federal Aids to Communities. U.S. Department of
lending,"[0, 1, 9, 0, 1, 1, 18, 4, 1]",Handbook of Federal Aids to Communities. U.S. Department of
Loans,"[1, 1, 0]",Handbook of Federal Aids to Communities. U.S. Department of
has,"[49, 0, 6, 111, 2, 7, 0, 0, 51, 0, 18, 0, 4, 123, 80, 51, 17, 0, 6, 1, 3, 0, 492, 4, 1, 0, 113, 2, 6]",Handbook of Federal Aids to Communities. U.S. Department of
registrants',[],Handbook of Federal Aids to Communities. U.S. Department of
who,"[0, 0]",Handbook of Federal Aids to Communities. U.S. Department of
some,"[6, 237, 2, 85, 0, 0, 182, 0, 0]",Handbook of Federal Aids to Communities. U.S. Department of
likely,"[7, 6, 27, 13, 0, 0, 0]",Handbook of Federal Aids to Communities. U.S. Department of
sufficiently,[7],Handbook of Federal Aids to Communities. U.S. Department of
charges,"[0, 0, 8, 0, 14, 3, 1, 0, 0, 8, 1, 3, 0, 10, 0, 1, 1, 0, 0, 0, 9, 5, 9, 21, 0, 1, 6, 0, 0, 0, 0, 2, 0, 0, 5, 0, 2, 1, 0, 0, 0, 1, 0, 1, 4, 37, 0, 1, 0, 0, 4]",Handbook of Federal Aids to Communities. U.S. Department of
needed,"[0, 22, 0, 80, 28, 51, 0, 9, 5, 0, 0, 54, 6, 14]",Handbook of Federal Aids to Communities. U.S. Department of
policies,"[6, 5, 0]",Handbook of Federal Aids to Communities. U.S. Department of
an,"[0, 0]",Handbook of Federal Aids to Communities. U.S. Department of
guidance,"[8, 4, 0, 0, 2, 1]",Handbook of Federal Aids to Communities. U.S. Department of
supervises,"[0, 0, 3, 0, 1]",Handbook of Federal Aids to Communities. U.S. Department of
Program,"[0, 0, 0, 2, 0, 2, 0, 27, 0, 0, 0, 15]",Handbook of Federal Aids to Communities. U.S. Department of
timber,"[0, 0, 9, 0, 2, 6, 6, 3]",Handbook of Federal Aids to Communities. U.S. Department of
Owners,"[5, 0, 3]",Handbook of Federal Aids to Communities. U.S. Department of
applicant,"[0, 1]",Handbook of Federal Aids to Communities. U.S. Department of
principal,"[3, 0, 0, 13, 0, 73, 9, 1, 2, 12, 20, 7, 15]",Handbook of Federal Aids to Communities. U.S. Department of
can,"[1, 0, 1, 0, 7, 3, 38, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 12, 0, 13, 1, 0, 0, 3, 0, 0, 0, 0, 4, 0, 235, 0, 4, 1, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Handbook of Federal Aids to Communities. U.S. Department of
annum,[0],Handbook of Federal Aids to Communities. U.S. Department of
1933,[],Handbook of Federal Aids to Communities. U.S. Department of
Directory,[0],Handbook of Federal Aids to Communities. U.S. Department of
stipulate,"[0, 7, 0, 17]",Handbook of Federal Aids to Communities. U.S. Department of
sponsored,"[0, 7, 0, 4, 0, 0, 0]",Handbook of Federal Aids to Communities. U.S. Department of
productive,"[0, 0, 6, 1, 13]",Handbook of Federal Aids to Communities. U.S. Department of
Advice,[4],Handbook of Federal Aids to Communities. U.S. Department of
SBA,"[0, 0]",Handbook of Federal Aids to Communities. U.S. Department of
filing,"[0, 2, 1, 0, 0, 8]",Handbook of Federal Aids to Communities. U.S. Department of
operations,"[6, 0, 6, 0, 0, 2, 0, 0, 11, 1, 0, 12, 0, 8, 0, 0, 0]",Handbook of Federal Aids to Communities. U.S. Department of
Each,"[0, 81, 0, 0, 0]",Handbook of Federal Aids to Communities. U.S. Department of
many,[94],Handbook of Federal Aids to Communities. U.S. Department of
construction,"[14, 0, 10, 8, 0, 8, 0]",Handbook of Federal Aids to Communities. U.S. Department of
