perhaps,"[0, 13, 0, 13, 0, 18]",Toward a Concept of National Responsibility
externally,"[0, 0]",Toward a Concept of National Responsibility
noted,"[2, 0, 9, 9, 1, 4, 0, 0, 0, 0, 0, 8, 10, 9, 4, 0]",Toward a Concept of National Responsibility
role,"[0, 16, 11, 12, 0, 47, 6, 66, 7]",Toward a Concept of National Responsibility
traditional,[8],Toward a Concept of National Responsibility
The,[],Toward a Concept of National Responsibility
cornucopia,"[0, 0, 0, 0, 0]",Toward a Concept of National Responsibility
Internal,"[0, 54, 3, 4, 3, 0, 8]",Toward a Concept of National Responsibility
throughout,"[0, 8, 0]",Toward a Concept of National Responsibility
legislation,"[0, 0, 1, 0]",Toward a Concept of National Responsibility
core,"[27, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 2, 3, 0, 0, 20, 0, 23, 5, 4, 6, 0, 2]",Toward a Concept of National Responsibility
into,[],Toward a Concept of National Responsibility
saved,"[0, 0, 0, 0, 35, 0, 2, 0, 1, 4, 0, 1, 6, 0, 14, 1, 0, 0, 0, 5, 6, 0]",Toward a Concept of National Responsibility
Henry,"[0, 2, 0, 0, 3, 0]",Toward a Concept of National Responsibility
past,"[0, 0, 3, 39, 0, 497, 0]",Toward a Concept of National Responsibility
system,"[8, 0, 1, 23, 0, 4]",Toward a Concept of National Responsibility
febrile,"[0, 1]",Toward a Concept of National Responsibility
measure,"[0, 12, 0, 0, 0, 1, 0, 4, 10, 12, 0, 23, 1, 0, 0, 1, 0, 17, 1, 12, 0, 0, 8, 0, 1, 4]",Toward a Concept of National Responsibility
activity,"[0, 0, 0, 0, 52, 8, 0, 0]",Toward a Concept of National Responsibility
",",[],Toward a Concept of National Responsibility
nation-wide,[],Toward a Concept of National Responsibility
independent,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 5]",Toward a Concept of National Responsibility
equally,"[0, 0, 4, 828]",Toward a Concept of National Responsibility
incipient,"[0, 0]",Toward a Concept of National Responsibility
taking,"[2, 10, 1, 21, 1, 0, 20, 0, 80, 0, 4, 14, 0, 7, 0, 7, 9, 1, 22, 4, 113, 6, 2, 24, 1, 123, 18, 5, 0, 0, 6, 5, 3, 6, 5, 0, 11, 4, 1, 16, 0, 0, 492, 10, 1, 3, 0, 9, 18, 54, 5, 0, 5, 17, 0, 4, 0, 3, 7, 20, 0, 1, 0, 5, 0, 3, 0, 2, 0, 1]",Toward a Concept of National Responsibility
special,"[1, 24, 5, 20, 10, 0, 6]",Toward a Concept of National Responsibility
intensity,"[0, 0, 0, 6, 7, 0, 0, 0, 11]",Toward a Concept of National Responsibility
involvement,"[1, 1, 0, 0, 33, 1, 0, 0, 1, 0]",Toward a Concept of National Responsibility
lesser,"[68, 3]",Toward a Concept of National Responsibility
according,"[0, 0, 0, 2, 0, 1, 1, 15, 0, 0]",Toward a Concept of National Responsibility
twenty,"[0, 0, 0, 8, 6]",Toward a Concept of National Responsibility
who,"[0, 0]",Toward a Concept of National Responsibility
indivisibility,[],Toward a Concept of National Responsibility
struggle,"[7, 7, 1, 10, 7, 0, 0, 0, 0, 5, 0]",Toward a Concept of National Responsibility
Commission,"[0, 1, 8, 0, 1, 0, 0, 9, 6, 0, 8, 0]",Toward a Concept of National Responsibility
applied,"[0, 7, 0, 0, 7, 17, 66, 6, 0, 1, 0, 51, 0, 0]",Toward a Concept of National Responsibility
Almost,"[104, 18, 0, 66, 0, 3, 23, 237]",Toward a Concept of National Responsibility
stave,"[0, 0, 0, 0, 3, 2]",Toward a Concept of National Responsibility
no,"[50, 266, 0, 0, 0]",Toward a Concept of National Responsibility
long,"[0, 0, 0, 0, 0, 0, 0, 109, 0, 0, 0, 0]",Toward a Concept of National Responsibility
than,[],Toward a Concept of National Responsibility
lawyers,"[3, 5]",Toward a Concept of National Responsibility
Hoover,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",Toward a Concept of National Responsibility
siege,"[0, 0, 0, 0]",Toward a Concept of National Responsibility
any,"[168, 14, 0]",Toward a Concept of National Responsibility
claimants,[0],Toward a Concept of National Responsibility
individuals,"[7, 14, 4, 19, 4, 28]",Toward a Concept of National Responsibility
City,"[0, 44, 0]",Toward a Concept of National Responsibility
readily,"[4, 2, 0]",Toward a Concept of National Responsibility
Supreme,"[0, 3]",Toward a Concept of National Responsibility
different,"[24, 1, 0]",Toward a Concept of National Responsibility
supplanted,"[0, 0, 0, 3, 0]",Toward a Concept of National Responsibility
present,"[0, 0, 6, 51, 0, 0, 2, 0, 2, 36, 0, 3, 44, 3, 6, 11, 5, 0, 2, 0, 62, 6]",Toward a Concept of National Responsibility
dominance,"[0, 0, 0, 0, 1, 4, 0, 0, 0, 0, 0, 38]",Toward a Concept of National Responsibility
everyone,[],Toward a Concept of National Responsibility
exercises,"[1, 0, 0, 0, 9, 23, 0, 66, 6, 5, 163, 0, 0, 0, 0, 1, 127, 1, 0, 1]",Toward a Concept of National Responsibility
implanted,"[1, 13, 0, 1, 0, 0, 0, 2, 0, 0]",Toward a Concept of National Responsibility
stand,"[0, 5, 13, 1, 0, 0, 0, 0, 3, 0, 1, 0, 6, 0, 19, 3, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]",Toward a Concept of National Responsibility
New,"[5, 0, 92, 0, 4, 1, 12, 4, 36, 3, 38]",Toward a Concept of National Responsibility
documented,"[0, 0, 1, 1]",Toward a Concept of National Responsibility
nationalist,"[0, 0, 0]",Toward a Concept of National Responsibility
abstractions,"[2, 0, 0, 0, 0, 0]",Toward a Concept of National Responsibility
``,[],Toward a Concept of National Responsibility
wreak,"[0, 0, 127, 18, 23]",Toward a Concept of National Responsibility
states,"[0, 32, 70, 0, 21, 7, 49, 0, 39, 0, 0, 0, 11, 28, 0, 0, 0, 5, 0, 0]",Toward a Concept of National Responsibility
position,"[0, 16, 0, 17, 0, 7, 0, 43, 72, 0, 1, 0, 19, 18, 4, 1, 0, 1, 0, 0, 61, 0, 4, 1, 46, 6, 51, 29]",Toward a Concept of National Responsibility
now,"[12, 28, 0, 129, 12, 2, 0, 0, 0, 0, 3, 1, 0]",Toward a Concept of National Responsibility
societies,"[0, 0, 0, 0, 0, 0, 0, 15, 1, 11, 11, 1, 34, 0]",Toward a Concept of National Responsibility
much,"[6, 111, 0, 47, 0, 0, 0, 11]",Toward a Concept of National Responsibility
rights,"[0, 0, 8, 0, 0, 0, 0, 84, 0, 0]",Toward a Concept of National Responsibility
educational,[4],Toward a Concept of National Responsibility
modern,"[0, 0, 0, 0, 0, 25, 0, 4, 36, 0, 4]",Toward a Concept of National Responsibility
affirmative,"[0, 0, 0, 0, 2, 0, 0]",Toward a Concept of National Responsibility
attained,"[1, 0, 0, 1, 0, 0, 1, 7, 21, 0, 1, 0, 0, 5, 3, 0, 11, 113]",Toward a Concept of National Responsibility
by,"[497, 39, 7, 40]",Toward a Concept of National Responsibility
homeland,"[0, 0, 0, 0, 0, 2]",Toward a Concept of National Responsibility
sixteenth,"[0, 0, 1, 0]",Toward a Concept of National Responsibility
Austin,"[0, 1]",Toward a Concept of National Responsibility
acceptance,"[0, 0, 5, 0, 0, 0, 0, 0]",Toward a Concept of National Responsibility
exists,"[6, 5, 0, 722, 26]",Toward a Concept of National Responsibility
motivation,"[8, 0, 54, 6]",Toward a Concept of National Responsibility
cuts,"[0, 0, 0, 2, 0, 0, 0, 0, 6, 1, 0, 4, 3, 1, 0, 0, 0, 0, 5, 0, 0, 4, 0, 0, 0, 0, 4, 1, 0, 20, 0, 0, 1, 0, 16, 0, 0, 2, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]",Toward a Concept of National Responsibility
wallowing,"[0, 3, 0, 0, 0]",Toward a Concept of National Responsibility
existed,"[6, 5, 0, 722, 26]",Toward a Concept of National Responsibility
indeed,"[228, 17]",Toward a Concept of National Responsibility
rigors,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3]",Toward a Concept of National Responsibility
usage,"[9, 0, 0, 3, 66, 1, 5, 0]",Toward a Concept of National Responsibility
consequences,"[8, 16, 3, 0, 6, 45, 27, 27, 0, 5]",Toward a Concept of National Responsibility
dual,"[0, 0, 13, 0, 0, 0, 0, 0]",Toward a Concept of National Responsibility
civil,"[1, 2, 1]",Toward a Concept of National Responsibility
Britannica,[],Toward a Concept of National Responsibility
allow,"[6, 0, 10, 10, 51, 0, 32, 3, 0, 1, 1, 0, 0, 16, 0, 12]",Toward a Concept of National Responsibility
across,"[36, 1, 0]",Toward a Concept of National Responsibility
natural,"[25, 0, 13, 1, 0, 1, 4, 0]",Toward a Concept of National Responsibility
accelerated,"[1, 0, 1, 14, 0]",Toward a Concept of National Responsibility
As,"[2793, 69, 0, 828, 0, 0, 0, 0, 0, 147, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0]",Toward a Concept of National Responsibility
influential,[0],Toward a Concept of National Responsibility
cope,"[0, 3, 20, 0, 0, 0, 0, 0, 2, 0]",Toward a Concept of National Responsibility
employed,"[0, 7, 1, 66, 6, 1, 5, 0]",Toward a Concept of National Responsibility
operates,"[0, 0, 127, 43, 1, 90, 0, 3, 0, 6, 0, 0, 38]",Toward a Concept of National Responsibility
material,"[16, 1, 2, 0, 0, 33, 5, 0]",Toward a Concept of National Responsibility
group,"[30, 0, 0, 0, 0, 1]",Toward a Concept of National Responsibility
welfare,"[7, 0, 0, 5, 2, 0, 0, 0, 0]",Toward a Concept of National Responsibility
Industrial,[9],Toward a Concept of National Responsibility
evidence,"[3, 15, 8, 5, 0, 0, 39, 1, 0, 44, 3]",Toward a Concept of National Responsibility
we,[],Toward a Concept of National Responsibility
leaders,"[11, 5, 4, 0, 0]",Toward a Concept of National Responsibility
programs,"[0, 15, 0, 0, 0, 2, 0, 0, 0, 27, 0, 2]",Toward a Concept of National Responsibility
nationalism,"[0, 0]",Toward a Concept of National Responsibility
such,[107],Toward a Concept of National Responsibility
For,[],Toward a Concept of National Responsibility
federal,"[0, 6, 0, 3, 5, 0, 0]",Toward a Concept of National Responsibility
against,[],Toward a Concept of National Responsibility
roughly,"[4, 2, 0, 182, 6, 85, 0, 0, 0, 237]",Toward a Concept of National Responsibility
least,"[0, 46]",Toward a Concept of National Responsibility
continuing,"[0, 8, 35, 0, 0, 0, 0, 0, 0, 1, 13, 5, 0, 16, 0, 0, 1, 0, 13, 1]",Toward a Concept of National Responsibility
supreme,"[0, 3]",Toward a Concept of National Responsibility
adherence,"[0, 0, 0, 3, 0]",Toward a Concept of National Responsibility
philosophy,"[0, 1, 3, 0, 0]",Toward a Concept of National Responsibility
some,"[2, 0, 182, 6, 85, 0, 0, 0, 237]",Toward a Concept of National Responsibility
should,[],Toward a Concept of National Responsibility
guns,"[0, 28, 0, 1, 0, 1, 6, 0, 1, 0, 0, 0, 0, 5, 3, 0, 0, 0, 0]",Toward a Concept of National Responsibility
or,"[1, 0, 0, 0, 0, 1, 0]",Toward a Concept of National Responsibility
British,"[0, 2, 0]",Toward a Concept of National Responsibility
individual,"[7, 14, 4, 24, 10, 19, 4, 0, 28, 0]",Toward a Concept of National Responsibility
Empire,"[0, 1, 0, 1]",Toward a Concept of National Responsibility
until,[],Toward a Concept of National Responsibility
adopted,"[0, 0, 0, 11, 0, 0, 0, 80, 0, 2, 0, 0, 0, 9, 5, 0, 3]",Toward a Concept of National Responsibility
many,[94],Toward a Concept of National Responsibility
thinking,"[0, 5, 14, 0, 65, 0, 31, 5, 12, 0, 0, 0, 37, 10, 0, 0, 12, 0, 2, 4, 67, 15, 0, 0, 0, 15, 0]",Toward a Concept of National Responsibility
thinker,"[50, 0, 0]",Toward a Concept of National Responsibility
limited,"[7, 0, 5, 24, 0, 1, 2, 0, 1, 10, 1, 0, 0, 1, 46, 0, 7, 0]",Toward a Concept of National Responsibility
main,"[12, 7, 13, 9, 15, 5, 0]",Toward a Concept of National Responsibility
nature,[32],Toward a Concept of National Responsibility
his,[],Toward a Concept of National Responsibility
manpower,"[0, 51, 63, 0, 0]",Toward a Concept of National Responsibility
forces,"[58, 7, 7, 27, 0, 0, 0, 0, 9, 5, 14, 0, 10, 0, 11, 0, 6, 0, 4, 0, 4, 0, 1, 0, 5, 0]",Toward a Concept of National Responsibility
concepts,"[2, 7, 0]",Toward a Concept of National Responsibility
type,"[16, 0, 0, 12, 35, 0]",Toward a Concept of National Responsibility
Austin's,[],Toward a Concept of National Responsibility
either,[29],Toward a Concept of National Responsibility
reflecting,"[0, 0, 0, 2, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",Toward a Concept of National Responsibility
enacted,"[0, 0, 0, 0]",Toward a Concept of National Responsibility
a,"[0, 0, 147, 0, 0, 0, 2793, 0, 0, 0, 0, 0, 0]",Toward a Concept of National Responsibility
however,"[0, 1, 0, 6, 35, 47, 0, 103, 3]",Toward a Concept of National Responsibility
is,"[6, 21, 6, 0, 722, 0, 11, 3, 26, 1, 12, 0]",Toward a Concept of National Responsibility
widespread,"[3, 0]",Toward a Concept of National Responsibility
Bentham,"[0, 0]",Toward a Concept of National Responsibility
wisdom,"[0, 0, 0, 8, 0, 1]",Toward a Concept of National Responsibility
Church,"[0, 0, 0, 54]",Toward a Concept of National Responsibility
impact,"[0, 7, 7, 0, 11, 0, 1, 3, 0, 0]",Toward a Concept of National Responsibility
century,"[11, 0, 13, 23, 1]",Toward a Concept of National Responsibility
observable,"[0, 9, 0]",Toward a Concept of National Responsibility
separate,"[0, 0, 3, 47, 0, 0, 2, 5, 1, 0, 0, 0, 0, 0, 0, 39, 1, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 18, 0, 0, 13, 4, 0, 12]",Toward a Concept of National Responsibility
waged,"[0, 0, 0, 1]",Toward a Concept of National Responsibility
turned,"[0, 0, 0, 0, 3, 54, 0, 33, 4, 37, 0, 0, 0, 4, 0, 102, 127, 0, 0, 0, 0, 7, 1, 12, 0]",Toward a Concept of National Responsibility
responsibility,"[4, 0, 0, 0, 3]",Toward a Concept of National Responsibility
Western,"[0, 0, 3, 2, 0]",Toward a Concept of National Responsibility
mentioned,"[0, 9, 31, 3, 9, 0, 0, 0, 4]",Toward a Concept of National Responsibility
traversed,"[0, 0, 0, 0, 5, 4, 0, 4, 0, 0, 8, 6]",Toward a Concept of National Responsibility
instances,"[23, 2, 35, 3, 1, 1, 10]",Toward a Concept of National Responsibility
Labor,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 7, 11, 0, 0, 0, 4, 0, 3, 6, 0, 0, 24, 0, 0, 0, 0, 1, 0]",Toward a Concept of National Responsibility
auspices,"[0, 6, 0, 0, 0, 0]",Toward a Concept of National Responsibility
adequate,"[0, 0, 0, 9, 12, 4, 76]",Toward a Concept of National Responsibility
involves,"[6, 5, 2, 7, 11, 54, 0, 80, 0, 14, 22, 0]",Toward a Concept of National Responsibility
statesman,"[0, 0, 0]",Toward a Concept of National Responsibility
helped,"[41, 7, 9, 0, 0, 1, 1]",Toward a Concept of National Responsibility
loyalty,"[0, 0, 0, 2, 0]",Toward a Concept of National Responsibility
essentially,"[2, 1, 5]",Toward a Concept of National Responsibility
If,[],Toward a Concept of National Responsibility
guidance,"[2, 4, 0, 1, 8, 0]",Toward a Concept of National Responsibility
realized,"[0, 5, 8, 0, 4, 5, 113, 0, 17, 5, 14, 26, 0, 1, 0, 0, 0, 0, 102, 0, 0, 0]",Toward a Concept of National Responsibility
A,"[0, 0, 147, 0, 0, 0, 2793, 0, 0, 0, 0, 0, 0]",Toward a Concept of National Responsibility
plan,"[15, 18, 0, 0, 27, 6, 0, 0]",Toward a Concept of National Responsibility
history,"[0, 31, 40, 13]",Toward a Concept of National Responsibility
growth,"[0, 0, 0, 8, 13, 23, 1, 13, 1, 0]",Toward a Concept of National Responsibility
fundamental,"[4, 6, 3, 0, 14, 0, 0, 0, 0, 6]",Toward a Concept of National Responsibility
Is,"[6, 21, 6, 0, 722, 0, 11, 3, 26, 1, 12, 0]",Toward a Concept of National Responsibility
tasks,"[7, 24, 11, 1, 39, 6, 0]",Toward a Concept of National Responsibility
words,"[3, 1, 0, 0, 11, 0, 0, 4, 0, 0, 1, 0, 18, 25, 0, 0, 0, 1, 0, 0, 0, 2, 1, 0, 2, 2, 37, 4, 1, 3, 7, 0, 0, 0, 0, 4]",Toward a Concept of National Responsibility
benefit,"[7, 5, 0, 1, 5]",Toward a Concept of National Responsibility
less,"[0, 0, 0, 68]",Toward a Concept of National Responsibility
pin,"[0, 4, 9, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 6, 0, 0, 0]",Toward a Concept of National Responsibility
feudal,"[0, 1]",Toward a Concept of National Responsibility
surge,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0]",Toward a Concept of National Responsibility
planning,"[2, 15, 8, 18, 4, 6, 0, 0]",Toward a Concept of National Responsibility
beginnings,"[4, 0, 0, 4, 0, 0, 0, 20, 1, 169, 19, 0, 1, 0]",Toward a Concept of National Responsibility
industrial,[9],Toward a Concept of National Responsibility
watersheds,"[0, 1, 0, 0, 0, 1, 0, 3, 0, 0, 0]",Toward a Concept of National Responsibility
colonial,"[0, 1]",Toward a Concept of National Responsibility
Darwinism,[0],Toward a Concept of National Responsibility
platforms,"[0, 0, 2, 0, 27, 0]",Toward a Concept of National Responsibility
Civil,"[1, 2, 1]",Toward a Concept of National Responsibility
Of,[],Toward a Concept of National Responsibility
nineteenth,"[0, 2]",Toward a Concept of National Responsibility
inferior,"[0, 0, 0, 0]",Toward a Concept of National Responsibility
decades,"[20, 0, 0, 18, 0, 3, 0]",Toward a Concept of National Responsibility
through,"[0, 32, 125, 0]",Toward a Concept of National Responsibility
inability,"[1, 0]",Toward a Concept of National Responsibility
unanimity,[0],Toward a Concept of National Responsibility
understood,"[0, 0, 21, 102, 0, 2, 17, 0, 0, 8, 0, 4, 6, 12, 1]",Toward a Concept of National Responsibility
subduing,"[0, 3, 1, 9, 0, 0, 0, 0, 0, 5, 1, 2, 0, 0, 0, 0, 3, 0, 1, 0]",Toward a Concept of National Responsibility
thrown,"[0, 0, 1, 1, 51, 0, 3, 0, 113, 0, 0, 0, 6, 0, 0, 492, 0, 4, 6, 0, 6, 9, 0, 17, 0, 0, 1, 0, 0]",Toward a Concept of National Responsibility
implies,"[5, 2, 0, 0, 0, 0, 37]",Toward a Concept of National Responsibility
simplest,"[6, 0, 0, 0, 0, 5, 1, 0, 0, 0, 15, 3, 0]",Toward a Concept of National Responsibility
are,"[479, 6, 21, 6, 0, 722, 12, 11, 0, 3, 26, 1, 0, 0]",Toward a Concept of National Responsibility
State,"[0, 32, 70, 0, 21, 7, 49, 0, 39, 0, 0, 0, 11, 28, 0, 0, 0, 5, 0, 0]",Toward a Concept of National Responsibility
process,"[6, 3, 0, 52, 1, 0, 0, 12, 0, 6, 0, 1, 0, 0, 0, 0, 127, 9, 0, 0]",Toward a Concept of National Responsibility
employment,"[9, 127, 0, 0, 66, 0, 1, 5, 0]",Toward a Concept of National Responsibility
Delhi,"[0, 0]",Toward a Concept of National Responsibility
hide,"[7, 6, 0, 0, 1, 0, 0, 2, 8, 0, 20, 1, 0]",Toward a Concept of National Responsibility
empires,"[0, 1, 0, 1]",Toward a Concept of National Responsibility
movement,"[6, 11, 18, 0, 0, 0, 16, 4, 41, 10, 0, 0, 0, 11, 0, 19, 0]",Toward a Concept of National Responsibility
approval,"[2, 0, 0, 2, 0, 0]",Toward a Concept of National Responsibility
these,[],Toward a Concept of National Responsibility
necessary,"[13, 3, 18, 4, 0]",Toward a Concept of National Responsibility
why,"[40, 0]",Toward a Concept of National Responsibility
ultimate,[5],Toward a Concept of National Responsibility
matters,"[16, 1, 7, 25, 1, 0, 29, 53]",Toward a Concept of National Responsibility
accepted,"[0, 0, 10, 6, 0, 492, 0, 2, 0, 11, 80, 11, 9, 6, 0]",Toward a Concept of National Responsibility
command,"[6, 2, 0, 0, 8, 1, 0, 0, 0, 4, 38, 4, 4]",Toward a Concept of National Responsibility
proceeded,"[0, 0, 13, 90, 0, 19, 35, 1, 0]",Toward a Concept of National Responsibility
--,[],Toward a Concept of National Responsibility
government,"[3, 4, 13, 0, 3, 0, 0, 8, 3]",Toward a Concept of National Responsibility
majority,"[0, 5, 0, 1]",Toward a Concept of National Responsibility
nonetheless,"[0, 1, 0, 6, 35, 47, 0, 103, 3]",Toward a Concept of National Responsibility
organizing,"[4, 0, 0, 16, 0, 39, 1, 0, 0, 0, 0, 0, 0, 0]",Toward a Concept of National Responsibility
coincides,"[0, 1, 0, 0]",Toward a Concept of National Responsibility
highest,"[0, 0, 0, 0, 61, 2, 0]",Toward a Concept of National Responsibility
governmental,[1],Toward a Concept of National Responsibility
Employment,"[9, 127, 0, 0, 66, 0, 1, 5, 0]",Toward a Concept of National Responsibility
London,"[0, 0, 0, 0, 0, 2]",Toward a Concept of National Responsibility
one,"[786, 5, 0, 29, 0, 0, 24, 0, 0, 3, 0, 0, 0, 0, 321, 0, 1]",Toward a Concept of National Responsibility
100,"[11, 0, 0, 1, 0, 23, 13]",Toward a Concept of National Responsibility
Outside,"[4, 5, 0, 0, 0, 0, 0, 8, 2, 29, 1, 40]",Toward a Concept of National Responsibility
Operating,"[0, 0, 127, 43, 1, 90, 0, 2, 3, 0, 0, 6, 0, 0, 38, 4]",Toward a Concept of National Responsibility
exemplifies,"[6, 3, 10, 1]",Toward a Concept of National Responsibility
side,"[19, 61, 0, 62, 14, 5, 1]",Toward a Concept of National Responsibility
existence,"[0, 4, 20, 22, 96, 100, 0, 0]",Toward a Concept of National Responsibility
years,"[0, 0, 61, 133, 12, 0, 33, 36, 0, 0, 0]",Toward a Concept of National Responsibility
hold,"[0, 1, 0, 7, 0, 0, 0, 2, 10, 0, 13, 0, 1, 3, 4, 0, 0, 80, 0, 51, 1, 2, 35, 0, 0, 3, 113, 0, 0, 6, 0, 0, 6, 3, 1, 0, 0, 10, 6, 1, 0, 1, 0, 10, 0, 0, 0, 4, 0, 0, 4, 492, 5, 5, 0, 4, 1, 0, 0, 1, 0, 1, 38, 9, 3, 1, 0, 17, 2, 1, 0, 2, 1, 0, 12]",Toward a Concept of National Responsibility
surface,"[0, 38, 0, 10, 0, 0, 0, 0, 0, 0, 18, 0, 4, 0]",Toward a Concept of National Responsibility
Law,"[0, 0, 20, 0, 0, 0, 0, 0, 24]",Toward a Concept of National Responsibility
emotional,"[0, 21, 4, 7]",Toward a Concept of National Responsibility
thus,"[0, 0, 0, 0, 3, 22, 228, 0, 12]",Toward a Concept of National Responsibility
