holes,"[0, 0, 0, 0, 9, 6, 0, 0, 0, 0, 0, 0, 1, 1, 0]",Proceedings of the 1961 Heat
water-cooled,[0],Proceedings of the 1961 Heat
changed,"[5, 7, 3, 0, 34, 1, 10, 1, 10, 5, 0, 6, 0]",Proceedings of the 1961 Heat
originating,"[10, 12, 0, 12, 3, 19, 0, 0, 1]",Proceedings of the 1961 Heat
walls,"[0, 0, 1, 0, 0, 0, 14, 12]",Proceedings of the 1961 Heat
radiation,"[0, 0, 2, 0, 0, 0, 0, 0]",Proceedings of the 1961 Heat
graphite,"[0, 0, 0]",Proceedings of the 1961 Heat
dissociation,"[0, 0]",Proceedings of the 1961 Heat
smaller,"[4, 0, 0, 0, 1, 20, 99, 3, 0, 4, 12, 0, 4, 0, 67]",Proceedings of the 1961 Heat
nature,[32],Proceedings of the 1961 Heat
uniformity,"[1, 0]",Proceedings of the 1961 Heat
relation,"[1, 0, 8, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 9, 8]",Proceedings of the 1961 Heat
thereby,[2],Proceedings of the 1961 Heat
forces,"[58, 7, 7, 27, 0, 0, 0, 0, 9, 5, 14, 0, 10, 0, 11, 0, 6, 0, 4, 0, 4, 0, 1, 0, 5, 0]",Proceedings of the 1961 Heat
outer,"[0, 0, 0, 4, 309, 2, 0, 0, 0, 0, 1, 0, 0]",Proceedings of the 1961 Heat
expected,"[6, 9, 0, 6, 20, 10, 15, 0, 22, 59, 0, 2]",Proceedings of the 1961 Heat
a,"[0, 0, 147, 0, 0, 0, 2793, 0, 0, 0, 0, 0, 0]",Proceedings of the 1961 Heat
extensive,"[0, 4, 0, 3, 4, 0, 16, 3, 0, 0, 0]",Proceedings of the 1961 Heat
is,"[6, 21, 6, 0, 722, 0, 11, 3, 26, 1, 12, 0]",Proceedings of the 1961 Heat
however,"[0, 1, 0, 6, 35, 47, 0, 103, 3]",Proceedings of the 1961 Heat
losses,"[0, 3, 7, 0, 71, 7, 0, 10, 2, 0, 0, 3, 0]",Proceedings of the 1961 Heat
commercial,"[0, 0, 3]",Proceedings of the 1961 Heat
specific,"[8, 20]",Proceedings of the 1961 Heat
Another,"[0, 61]",Proceedings of the 1961 Heat
turned,"[0, 0, 0, 0, 3, 54, 0, 33, 4, 37, 0, 0, 0, 4, 0, 102, 127, 0, 0, 0, 0, 7, 1, 12, 0]",Proceedings of the 1961 Heat
melting,"[0, 2, 0, 43, 0, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]",Proceedings of the 1961 Heat
mentioned,"[0, 9, 31, 3, 9, 0, 0, 0, 4]",Proceedings of the 1961 Heat
spots,"[16, 0, 0, 7, 0, 43, 0, 2, 0, 0, 0, 72, 2, 0, 0, 37, 0, 1, 0, 5, 0, 0, 3, 19, 0, 0, 0, 0, 0, 0, 0, 1, 0, 11, 24, 0, 6, 1, 0, 1, 0, 1]",Proceedings of the 1961 Heat
contamination,"[0, 0, 0, 0]",Proceedings of the 1961 Heat
A,"[0, 0, 147, 0, 0, 0, 2793, 0, 0, 0, 0, 0, 0]",Proceedings of the 1961 Heat
location,"[0, 0, 19, 0, 0, 0, 1, 4, 1]",Proceedings of the 1961 Heat
transfer,"[2, 3, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 7, 34]",Proceedings of the 1961 Heat
less,"[0, 0, 0, 68]",Proceedings of the 1961 Heat
resistor,"[4, 0]",Proceedings of the 1961 Heat
industrial,[9],Proceedings of the 1961 Heat
continuously,"[0, 3, 0, 1, 3, 1]",Proceedings of the 1961 Heat
shunt,"[0, 0, 0]",Proceedings of the 1961 Heat
Experimental,"[0, 0, 10]",Proceedings of the 1961 Heat
Because,[],Proceedings of the 1961 Heat
through,"[0, 32, 125, 0]",Proceedings of the 1961 Heat
decades,"[20, 0, 0, 18, 0, 3, 0]",Proceedings of the 1961 Heat
mV,"[0, 0, 0, 0, 0, 0]",Proceedings of the 1961 Heat
flowing,"[0, 43, 0, 20, 3, 2, 3, 2, 6, 74, 3, 0]",Proceedings of the 1961 Heat
attached,"[2, 0, 0, 0, 2, 0, 2, 1, 8, 1, 3, 0]",Proceedings of the 1961 Heat
hot,"[0, 0, 1, 12, 26, 0]",Proceedings of the 1961 Heat
amount,"[84, 5, 22, 0, 42, 0, 4, 12, 8, 0]",Proceedings of the 1961 Heat
balance,"[0, 0, 0, 0, 0, 0, 26, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 5, 0, 0, 0, 0, 0, 0]",Proceedings of the 1961 Heat
directed,"[0, 0, 0, 10, 80, 73, 7, 72, 4, 4, 2, 37, 0, 0, 0, 5, 0, 4, 16, 0, 0, 6, 1, 20, 0, 3, 0]",Proceedings of the 1961 Heat
are,"[479, 6, 21, 6, 0, 722, 12, 11, 0, 3, 26, 1, 0, 0]",Proceedings of the 1961 Heat
dependent,"[0, 2, 0, 0, 0, 0, 25, 0, 6, 0]",Proceedings of the 1961 Heat
millivoltmeter,[0],Proceedings of the 1961 Heat
equation,"[0, 7, 0, 1, 1]",Proceedings of the 1961 Heat
these,[],Proceedings of the 1961 Heat
possible,"[41, 6]",Proceedings of the 1961 Heat
numerous,"[0, 6]",Proceedings of the 1961 Heat
current,"[2, 5, 0, 8]",Proceedings of the 1961 Heat
impinging,"[0, 0, 0, 0, 0, 0, 3, 3]",Proceedings of the 1961 Heat
paper,"[4, 6, 8, 0, 7, 0, 17]",Proceedings of the 1961 Heat
base,"[0, 1, 3, 0, 1, 0, 0, 0, 3, 0, 11, 0, 0, 8, 0, 0, 19, 0, 21, 59, 3, 37, 0, 4, 26, 0, 2, 0, 23, 0, 54, 0, 7, 0, 0, 0, 0, 1, 0, 0]",Proceedings of the 1961 Heat
account,"[9, 0, 40, 0, 0, 0, 8, 0, 4, 0, 0, 6, 0, 6, 31, 1, 13]",Proceedings of the 1961 Heat
estimated,"[4, 9, 22, 12, 0, 0, 3, 0, 0, 1]",Proceedings of the 1961 Heat
molecular,[0],Proceedings of the 1961 Heat
--,[],Proceedings of the 1961 Heat
Transpiration,[0],Proceedings of the 1961 Heat
net,"[0, 0, 0, 0, 1, 3, 5, 0, 0, 3, 0, 2, 26, 0, 1, 0, 1, 21, 83, 0]",Proceedings of the 1961 Heat
high-speed,"[2, 1]",Proceedings of the 1961 Heat
views,"[1, 12, 8, 17, 11, 12, 4, 3, 1, 0, 0, 1, 0, 2, 19, 10, 7, 4, 67, 18, 0, 4, 102, 0, 0]",Proceedings of the 1961 Heat
mass,"[0, 0, 20, 0, 1, 1, 2, 4, 0, 0, 0, 0, 2, 0, 3, 1, 0, 0, 0, 0, 1, 4, 12, 1, 102, 0, 12, 0, 2, 18, 0, 0, 1, 0, 0, 0, 11, 0]",Proceedings of the 1961 Heat
formed,"[127, 0, 0, 39, 1, 0, 19, 0, 0, 7, 1, 13, 0, 3, 113]",Proceedings of the 1961 Heat
foil,"[0, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0]",Proceedings of the 1961 Heat
approximated,"[4, 0, 9, 12, 3, 0]",Proceedings of the 1961 Heat
Sintered,"[0, 0]",Proceedings of the 1961 Heat
100,"[11, 0, 0, 1, 0, 23, 13]",Proceedings of the 1961 Heat
density,"[2, 3, 0, 0, 0]",Proceedings of the 1961 Heat
3,"[0, 0, 0, 0, 0, 0, 0, 56, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0]",Proceedings of the 1961 Heat
regime,"[3, 13, 3, 0]",Proceedings of the 1961 Heat
metal,"[12, 0, 2, 0]",Proceedings of the 1961 Heat
years,"[0, 0, 61, 133, 12, 0, 33, 36, 0, 0, 0]",Proceedings of the 1961 Heat
whose,[],Proceedings of the 1961 Heat
surface,"[0, 38, 0, 10, 0, 0, 0, 0, 0, 0, 18, 0, 4, 0]",Proceedings of the 1961 Heat
cross,"[0, 0, 0, 0, 0, 10, 0, 0, 8, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 5, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 6, 0]",Proceedings of the 1961 Heat
determined,"[12, 1, 1, 8, 12, 1, 4, 0, 0, 3, 4, 2, 0, 13, 0, 0, 0, 0, 55, 102, 0, 1, 6, 46, 6, 9]",Proceedings of the 1961 Heat
