$.076,[],Rhode Island Legislative Council. Research Report Number 1
Moreover,"[0, 1, 1]",Rhode Island Legislative Council. Research Report Number 1
properly,"[3, 4, 1, 0, 84, 0, 0]",Rhode Island Legislative Council. Research Report Number 1
a,"[0, 147, 2793, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Rhode Island Legislative Council. Research Report Number 1
justifiable,[0],Rhode Island Legislative Council. Research Report Number 1
sufficient,[3],Rhode Island Legislative Council. Research Report Number 1
included,"[9, 0, 9, 10]",Rhode Island Legislative Council. Research Report Number 1
Research,"[0, 2, 7, 0, 7]",Rhode Island Legislative Council. Research Report Number 1
organizationally,[0],Rhode Island Legislative Council. Research Report Number 1
had,"[2, 49, 0, 113, 0, 3, 0, 18, 6, 111, 492, 1, 0, 0, 123, 6, 6, 1, 51, 0, 4, 4, 80, 2, 51, 17, 7]",Rhode Island Legislative Council. Research Report Number 1
themselves,[],Rhode Island Legislative Council. Research Report Number 1
put,"[51, 0, 3, 29, 1, 72, 0, 34, 1, 4, 0, 0, 46, 0, 5, 0, 19]",Rhode Island Legislative Council. Research Report Number 1
approval,"[2, 0, 0, 2, 0, 0]",Rhode Island Legislative Council. Research Report Number 1
Unsuccessful,"[1, 0, 0]",Rhode Island Legislative Council. Research Report Number 1
22,"[0, 6, 0, 0]",Rhode Island Legislative Council. Research Report Number 1
bidders,[0],Rhode Island Legislative Council. Research Report Number 1
even,"[103, 0, 0, 1, 1, 115, 14, 10, 8, 47, 0, 14]",Rhode Island Legislative Council. Research Report Number 1
operation,"[1, 2, 0, 0, 12, 0, 0, 0, 0, 6, 0, 6, 8, 0, 0]",Rhode Island Legislative Council. Research Report Number 1
adopting,"[0, 9, 80, 0, 2, 0, 0, 3, 0, 0, 11, 0, 0, 0, 0]",Rhode Island Legislative Council. Research Report Number 1
Division,"[0, 0, 12, 47, 0, 0, 0, 0, 0, 0, 3, 12]",Rhode Island Legislative Council. Research Report Number 1
Both,[76],Rhode Island Legislative Council. Research Report Number 1
prices,"[0, 27, 21, 1, 17, 0, 0, 3, 0]",Rhode Island Legislative Council. Research Report Number 1
exceptions,"[8, 0, 0]",Rhode Island Legislative Council. Research Report Number 1
recent,"[15, 0, 0, 30, 0, 1]",Rhode Island Legislative Council. Research Report Number 1
Good,"[9, 0, 0, 1, 0, 0, 1, 134, 7, 1, 0, 1, 0, 8, 4, 24, 3, 0, 5, 5, 0, 7, 82, 23, 2, 0, 0, 8, 8, 84, 115, 25, 2, 0, 3, 0, 0]",Rhode Island Legislative Council. Research Report Number 1
matters,"[1, 53, 0, 25, 1, 7, 16, 29]",Rhode Island Legislative Council. Research Report Number 1
obtained,"[123, 55, 2, 5, 17, 1, 7]",Rhode Island Legislative Council. Research Report Number 1
no,"[50, 0, 0, 266, 0]",Rhode Island Legislative Council. Research Report Number 1
Department,"[4, 12]",Rhode Island Legislative Council. Research Report Number 1
agency,"[0, 1, 5, 123, 2, 27, 0, 0, 16, 1]",Rhode Island Legislative Council. Research Report Number 1
great,"[30, 53, 0, 3, 0, 0, 0, 5, 61, 2, 0, 2, 0, 3, 0, 1, 0, 0, 0, 0, 0, 18, 0, 0, 4]",Rhode Island Legislative Council. Research Report Number 1
circumstances,"[3, 5, 17, 2, 1, 2, 8, 4, 12, 10, 2, 13]",Rhode Island Legislative Council. Research Report Number 1
reveals,"[2, 0, 1, 0, 0, 0, 13, 0, 0, 6, 0, 0, 3]",Rhode Island Legislative Council. Research Report Number 1
order,"[51, 21, 72, 11, 0, 0, 0, 0, 17, 0, 1, 0, 1, 0, 0, 39, 1, 0, 0, 0, 0, 0, 34, 0, 0, 70, 0, 1, 0, 3, 0, 12, 0, 1, 0, 0, 0, 0, 0, 0, 0, 11]",Rhode Island Legislative Council. Research Report Number 1
policies,"[5, 0, 6]",Rhode Island Legislative Council. Research Report Number 1
assigned,"[51, 0, 2, 0, 1, 4, 0, 0, 0, 0, 0, 1, 0, 0]",Rhode Island Legislative Council. Research Report Number 1
revised,"[3, 0, 0]",Rhode Island Legislative Council. Research Report Number 1
distributed,"[0, 0, 3, 0, 0, 0, 12, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 2, 0, 0, 0]",Rhode Island Legislative Council. Research Report Number 1
approximately,"[85, 237, 6, 2, 0, 0, 0, 182, 0]",Rhode Island Legislative Council. Research Report Number 1
should,[],Rhode Island Legislative Council. Research Report Number 1
least,"[0, 46]",Rhode Island Legislative Council. Research Report Number 1
presently,"[0, 20, 3, 2, 4]",Rhode Island Legislative Council. Research Report Number 1
Methods,"[0, 11]",Rhode Island Legislative Council. Research Report Number 1
industry,"[0, 0, 1, 14]",Rhode Island Legislative Council. Research Report Number 1
Public,"[35, 0, 96]",Rhode Island Legislative Council. Research Report Number 1
outside,"[2, 1, 29, 0, 8, 0, 40, 5, 4, 0, 0, 0]",Rhode Island Legislative Council. Research Report Number 1
7,"[0, 8, 12, 0, 0, 0, 0, 0]",Rhode Island Legislative Council. Research Report Number 1
selected,"[3, 80, 5, 4, 0]",Rhode Island Legislative Council. Research Report Number 1
Director,"[0, 0, 1, 0, 4, 0, 0, 0]",Rhode Island Legislative Council. Research Report Number 1
almost,"[0, 3, 237, 104, 18, 0, 66, 23]",Rhode Island Legislative Council. Research Report Number 1
cars,"[0, 7, 0, 0, 0, 0, 47, 8, 8, 0, 0]",Rhode Island Legislative Council. Research Report Number 1
economies,"[2, 2, 0, 0]",Rhode Island Legislative Council. Research Report Number 1
garage,"[2, 0]",Rhode Island Legislative Council. Research Report Number 1
nation,"[0, 28, 1, 0, 0, 32, 49, 0, 11, 0]",Rhode Island Legislative Council. Research Report Number 1
several,"[4, 41, 16]",Rhode Island Legislative Council. Research Report Number 1
confronted,"[62, 36, 0, 0]",Rhode Island Legislative Council. Research Report Number 1
shaped,"[0, 39, 2, 13, 0, 12, 1, 1, 0, 0, 127, 3]",Rhode Island Legislative Council. Research Report Number 1
"7,500",[],Rhode Island Legislative Council. Research Report Number 1
located,"[72, 1, 6, 0, 19, 2, 46, 4, 0, 2]",Rhode Island Legislative Council. Research Report Number 1
make,"[0, 0, 0, 113, 0, 9, 0, 0, 0, 26, 0, 18, 21, 0, 0, 0, 1, 1, 0, 4, 1, 0, 492, 0, 9, 0, 21, 0, 0, 163, 0, 0, 0, 0, 127, 123, 39, 6, 0, 0, 2, 1, 31, 1, 9, 0, 4, 11, 0, 1, 0, 0, 0, 80, 0, 16, 5, 3, 8, 0, 51, 0, 0, 17, 0, 0, 0, 0, 0, 0]",Rhode Island Legislative Council. Research Report Number 1
completely,"[13, 352, 28, 24, 2, 2, 6]",Rhode Island Legislative Council. Research Report Number 1
embraced,"[0, 1, 2, 0, 8, 5, 0, 0, 0, 1]",Rhode Island Legislative Council. Research Report Number 1
figure,"[42, 12, 3, 8, 0, 0, 0, 22, 0, 102, 1, 0, 0, 0, 0, 0, 13, 0, 9, 1, 0, 6, 0, 0, 39, 18, 0, 31, 0, 0, 20, 0, 5, 0, 4, 0, 13, 0, 1, 6, 1]",Rhode Island Legislative Council. Research Report Number 1
audit,"[0, 0, 0, 0, 0]",Rhode Island Legislative Council. Research Report Number 1
after,"[0, 0, 89, 0, 33, 3]",Rhode Island Legislative Council. Research Report Number 1
Purchase,"[2, 21, 0]",Rhode Island Legislative Council. Research Report Number 1
review,"[1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0]",Rhode Island Legislative Council. Research Report Number 1
Of,[],Rhode Island Legislative Council. Research Report Number 1
department,"[4, 12]",Rhode Island Legislative Council. Research Report Number 1
"8,000",[],Rhode Island Legislative Council. Research Report Number 1
ownership,"[0, 2]",Rhode Island Legislative Council. Research Report Number 1
would,[],Rhode Island Legislative Council. Research Report Number 1
systems,"[0, 4, 0, 23, 8, 1]",Rhode Island Legislative Council. Research Report Number 1
approximate,"[0, 0, 4, 3, 4, 23, 0, 12, 0, 9]",Rhode Island Legislative Council. Research Report Number 1
introduction,"[1, 1, 0, 0, 0, 2, 2, 2, 0, 0, 2, 0, 1, 1, 0, 4, 0, 0]",Rhode Island Legislative Council. Research Report Number 1
gallon,"[0, 0, 1, 0]",Rhode Island Legislative Council. Research Report Number 1
allows,"[16, 1, 1, 0, 0, 0, 0, 10, 6, 10, 0, 0, 51, 3, 12, 32]",Rhode Island Legislative Council. Research Report Number 1
Purchasing,"[2, 4, 1, 21]",Rhode Island Legislative Council. Research Report Number 1
3,"[0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 0, 0]",Rhode Island Legislative Council. Research Report Number 1
principles,"[0, 8, 0, 14]",Rhode Island Legislative Council. Research Report Number 1
crowded,"[4, 2, 2, 8, 0]",Rhode Island Legislative Council. Research Report Number 1
government,"[4, 3, 3, 3, 0, 0, 8, 13, 0]",Rhode Island Legislative Council. Research Report Number 1
1,"[321, 29, 786, 24, 3, 5, 1, 0]",Rhode Island Legislative Council. Research Report Number 1
of,[],Rhode Island Legislative Council. Research Report Number 1
contributed,"[1, 1, 9, 20, 18, 4, 0, 0, 0, 51, 1, 0]",Rhode Island Legislative Council. Research Report Number 1
fund,"[0, 4, 0, 0, 36, 0, 8]",Rhode Island Legislative Council. Research Report Number 1
data,"[0, 0, 4, 16]",Rhode Island Legislative Council. Research Report Number 1
5,"[0, 0, 0, 0, 18, 0, 0, 1, 7, 0, 35, 0, 0]",Rhode Island Legislative Council. Research Report Number 1
excessive,"[1, 2, 0, 1, 0, 0, 2]",Rhode Island Legislative Council. Research Report Number 1
below,"[1, 0, 0, 71, 0, 0, 2, 10, 0]",Rhode Island Legislative Council. Research Report Number 1
rough,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 2, 1, 0, 4, 0, 0, 0, 0]",Rhode Island Legislative Council. Research Report Number 1
basis,"[26, 1, 3, 0, 0, 0, 21, 0]",Rhode Island Legislative Council. Research Report Number 1
broad,"[0, 0, 0, 3, 4, 0, 7, 0, 0, 24, 3, 0, 0, 0, 16, 0, 0]",Rhode Island Legislative Council. Research Report Number 1
1958,[],Rhode Island Legislative Council. Research Report Number 1
They,[],Rhode Island Legislative Council. Research Report Number 1
From,[],Rhode Island Legislative Council. Research Report Number 1
commodities,"[0, 134, 0]",Rhode Island Legislative Council. Research Report Number 1
concerned,"[0, 1, 12, 1, 0, 5, 1, 0, 0, 11, 1, 14, 8, 3, 33]",Rhode Island Legislative Council. Research Report Number 1
;,[],Rhode Island Legislative Council. Research Report Number 1
studies,"[2, 0, 8, 0, 5, 0, 0, 127, 0, 5, 34, 2, 0, 0, 0, 10, 24, 80, 21, 0, 7, 4, 25, 2, 0, 0]",Rhode Island Legislative Council. Research Report Number 1
appropriated,"[0, 0, 6, 0, 2, 1, 3, 12]",Rhode Island Legislative Council. Research Report Number 1
day,"[7, 1, 0, 0, 0, 56, 0, 0, 0, 0, 1, 0]",Rhode Island Legislative Council. Research Report Number 1
tied,"[3, 0, 0, 0, 9, 1, 115, 14, 1, 0, 8, 3, 0, 2, 0, 2, 0]",Rhode Island Legislative Council. Research Report Number 1
automobile,"[0, 7, 47, 8, 8]",Rhode Island Legislative Council. Research Report Number 1
D,"[0, 0, 0, 0, 0, 0, 13, 3, 0]",Rhode Island Legislative Council. Research Report Number 1
far,"[0, 0, 0, 0, 57, 0]",Rhode Island Legislative Council. Research Report Number 1
advanced,"[1, 0, 0, 0, 0, 0, 16, 0, 7, 0, 2, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 2, 0, 0, 3, 0, 6, 5, 0, 0, 18, 4, 0, 0, 3]",Rhode Island Legislative Council. Research Report Number 1
currently,"[4, 3]",Rhode Island Legislative Council. Research Report Number 1
"10,000",[],Rhode Island Legislative Council. Research Report Number 1
determined,"[0, 9, 102, 4, 12, 6, 2, 0, 55, 1, 46, 0, 0, 8, 1, 1, 6, 1, 0, 13, 0, 12, 0, 4, 0, 3]",Rhode Island Legislative Council. Research Report Number 1
time,"[0, 188, 0, 0, 1, 0, 3, 1, 0]",Rhode Island Legislative Council. Research Report Number 1
employees,[0],Rhode Island Legislative Council. Research Report Number 1
analyses,"[0, 7, 0, 0, 0, 24, 0, 0, 0, 0, 5, 2, 4, 0, 0]",Rhode Island Legislative Council. Research Report Number 1
place,"[51, 0, 4, 21, 72, 43, 3, 14, 10, 19, 17, 29, 0, 0, 46, 0, 7, 34, 16, 1, 12, 37, 1, 1, 7, 0, 4, 3, 16, 0, 12, 0, 0, 0, 54, 6, 43, 10, 2, 0, 0, 2, 1]",Rhode Island Legislative Council. Research Report Number 1
random,[3],Rhode Island Legislative Council. Research Report Number 1
cooperation,[4],Rhode Island Legislative Council. Research Report Number 1
1959,[],Rhode Island Legislative Council. Research Report Number 1
Travel,"[0, 19, 0, 3, 0, 90, 0, 0, 12, 1, 6, 0]",Rhode Island Legislative Council. Research Report Number 1
sales,"[0, 4, 0, 12, 0, 0, 0]",Rhode Island Legislative Council. Research Report Number 1
personally-owned,[],Rhode Island Legislative Council. Research Report Number 1
sustained,"[2, 2, 3, 1, 0, 0, 492, 5, 13, 0, 123, 0, 0, 0, 0, 35, 0, 0, 17]",Rhode Island Legislative Council. Research Report Number 1
(,[],Rhode Island Legislative Council. Research Report Number 1
1920s,"[0, 0]",Rhode Island Legislative Council. Research Report Number 1
administration,"[0, 0, 0, 4, 0, 0, 0, 0, 2, 8, 13, 8, 0, 3, 0]",Rhode Island Legislative Council. Research Report Number 1
chief,"[12, 15, 0, 3, 0, 13, 1, 9, 1, 73, 0, 0, 0, 7]",Rhode Island Legislative Council. Research Report Number 1
dealers,"[3, 2, 0, 0, 7]",Rhode Island Legislative Council. Research Report Number 1
own,"[4, 111, 0, 492]",Rhode Island Legislative Council. Research Report Number 1
pinpoint,"[0, 2, 3]",Rhode Island Legislative Council. Research Report Number 1
merits,"[4, 0, 6, 1, 0]",Rhode Island Legislative Council. Research Report Number 1
rests,"[0, 0, 13, 0, 16, 1, 0, 19, 26, 1, 16, 2, 8, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0, 8, 0, 0]",Rhode Island Legislative Council. Research Report Number 1
"30,000",[],Rhode Island Legislative Council. Research Report Number 1
grades,"[34, 21, 39, 72, 0, 74, 0, 14, 9, 3, 10, 22, 0, 17, 12, 0, 12]",Rhode Island Legislative Council. Research Report Number 1
nationally,"[0, 0, 1, 0]",Rhode Island Legislative Council. Research Report Number 1
where,[],Rhode Island Legislative Council. Research Report Number 1
set,"[51, 0, 9, 72, 6, 2, 0, 0, 0, 2, 12, 8, 0, 19, 0, 0, 0, 0, 0, 29, 4, 2, 21, 0, 19, 0, 46, 0, 0, 10, 0, 163, 0, 7, 1, 6, 0, 1, 8, 10, 0, 1, 0, 2, 1, 0, 0, 0, 0, 0, 13, 1, 0, 0, 7, 0, 0, 0, 0, 0, 0]",Rhode Island Legislative Council. Research Report Number 1
break-even,[],Rhode Island Legislative Council. Research Report Number 1
purpose,"[7, 1, 18, 66, 0, 7, 3, 1, 1, 11, 2, 6]",Rhode Island Legislative Council. Research Report Number 1
concentrates,"[0, 5, 0, 0, 0, 0, 0, 0, 6, 2, 0, 23, 5, 0, 0]",Rhode Island Legislative Council. Research Report Number 1
facilities,"[0, 0, 4, 0, 0, 0, 3]",Rhode Island Legislative Council. Research Report Number 1
compiled,"[1, 1, 0, 0, 0, 1, 0, 0]",Rhode Island Legislative Council. Research Report Number 1
that,[],Rhode Island Legislative Council. Research Report Number 1
throughout,"[0, 0, 8]",Rhode Island Legislative Council. Research Report Number 1
came,"[42, 22, 3, 0, 0, 0, 3, 163, 0, 12, 123, 0, 20, 1, 3, 0, 0, 84, 0, 11]",Rhode Island Legislative Council. Research Report Number 1
now,"[12, 28, 2, 1, 12, 0, 3, 0, 129, 0, 0, 0, 0]",Rhode Island Legislative Council. Research Report Number 1
be,"[1, 4, 12, 0, 21, 3, 0, 6, 0, 722, 26, 6, 11, 0, 0, 0]",Rhode Island Legislative Council. Research Report Number 1
Under,"[71, 10, 0]",Rhode Island Legislative Council. Research Report Number 1
developments,"[0, 1, 23, 0, 8, 13, 0, 3, 0]",Rhode Island Legislative Council. Research Report Number 1
but,"[25, 11, 211, 115, 409]",Rhode Island Legislative Council. Research Report Number 1
ease,"[0, 103, 0, 0, 0, 8, 2, 16, 0, 12, 3, 1, 0, 1, 1]",Rhode Island Legislative Council. Research Report Number 1
establishment,"[1, 0, 0, 0, 0, 0, 1, 5, 8, 0, 8, 3]",Rhode Island Legislative Council. Research Report Number 1
accurately,[2],Rhode Island Legislative Council. Research Report Number 1
annual,"[0, 6, 0, 1]",Rhode Island Legislative Council. Research Report Number 1
However,"[103, 1, 3, 47, 35, 0, 0, 0, 6]",Rhode Island Legislative Council. Research Report Number 1
during,[],Rhode Island Legislative Council. Research Report Number 1
both,[76],Rhode Island Legislative Council. Research Report Number 1
With,[],Rhode Island Legislative Council. Research Report Number 1
further,"[5, 0, 1, 2, 2, 18, 57, 3]",Rhode Island Legislative Council. Research Report Number 1
operated,"[43, 0, 90, 38, 0, 3, 0, 0, 1, 0, 0, 127, 6]",Rhode Island Legislative Council. Research Report Number 1
Present,"[2, 5, 0, 11, 0, 0, 6, 3, 62, 0, 0, 2, 6, 3, 44, 0, 6, 2, 36, 51, 0, 0]",Rhode Island Legislative Council. Research Report Number 1
centralized,"[0, 0, 2, 0, 0]",Rhode Island Legislative Council. Research Report Number 1
cost-data,[],Rhode Island Legislative Council. Research Report Number 1
three,"[0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 0, 0]",Rhode Island Legislative Council. Research Report Number 1
considerably,"[0, 5, 82]",Rhode Island Legislative Council. Research Report Number 1
not,"[0, 602]",Rhode Island Legislative Council. Research Report Number 1
handled,"[20, 10, 3, 4, 6, 8, 2, 0, 1, 0, 21, 3]",Rhode Island Legislative Council. Research Report Number 1
governed,"[1, 34, 0, 1, 8, 0, 1]",Rhode Island Legislative Council. Research Report Number 1
allied,"[3, 0, 0, 0, 1]",Rhode Island Legislative Council. Research Report Number 1
cost,"[0, 1, 21, 17, 722]",Rhode Island Legislative Council. Research Report Number 1
or,"[0, 0, 1, 1, 0, 0, 0]",Rhode Island Legislative Council. Research Report Number 1
Pool,"[0, 0, 0, 4, 0, 0, 48]",Rhode Island Legislative Council. Research Report Number 1
available,"[18, 0, 0, 0]",Rhode Island Legislative Council. Research Report Number 1
status,"[1, 19, 17]",Rhode Island Legislative Council. Research Report Number 1
passenger,"[0, 3]",Rhode Island Legislative Council. Research Report Number 1
enough,"[4, 76, 0, 9, 12]",Rhode Island Legislative Council. Research Report Number 1
automobiles,"[0, 7, 47, 8, 8]",Rhode Island Legislative Council. Research Report Number 1
Mileage,"[0, 0, 0, 0, 0]",Rhode Island Legislative Council. Research Report Number 1
federal,"[0, 3, 0, 6, 0, 0, 5]",Rhode Island Legislative Council. Research Report Number 1
administrative,[1],Rhode Island Legislative Council. Research Report Number 1
poor,"[2, 1, 0, 0, 0, 8, 0, 0, 3, 0, 6, 28]",Rhode Island Legislative Council. Research Report Number 1
car,"[0, 7, 0, 0, 0, 0, 47, 8, 8, 0, 0]",Rhode Island Legislative Council. Research Report Number 1
other,"[41, 10, 183]",Rhode Island Legislative Council. Research Report Number 1
back,"[0, 0, 1, 0, 0, 0, 0, 0, 13, 40, 2, 0, 13, 5, 0, 162, 0, 0, 0, 1, 0, 8, 0, 0, 0, 0, 3, 0, 0, 0]",Rhode Island Legislative Council. Research Report Number 1
reassign,"[0, 1]",Rhode Island Legislative Council. Research Report Number 1
"44,000",[],Rhode Island Legislative Council. Research Report Number 1
amount,"[42, 22, 0, 84, 5, 0, 12, 4, 8, 0]",Rhode Island Legislative Council. Research Report Number 1
area,"[28, 9, 34, 0, 0, 1, 1, 0, 1, 32]",Rhode Island Legislative Council. Research Report Number 1
practice,"[6, 0, 0, 8, 66, 1, 7, 0, 0, 163, 0, 0, 5]",Rhode Island Legislative Council. Research Report Number 1
efforts,"[0, 0, 22, 0, 11, 0, 10, 0, 11, 16, 1, 18, 0, 5, 0, 7]",Rhode Island Legislative Council. Research Report Number 1
Two,"[158, 0, 0, 0, 26]",Rhode Island Legislative Council. Research Report Number 1
miles,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 0, 0]",Rhode Island Legislative Council. Research Report Number 1
point,"[4, 72, 2, 1, 0, 18, 0, 11, 3, 0, 0, 0, 0, 7, 0, 0, 0, 5, 0, 14, 73, 0, 8, 0, 0, 0, 6, 0, 0, 16, 37, 2, 0, 0, 14, 1, 44, 22, 3, 0, 0, 6, 0, 0, 0, 0, 0]",Rhode Island Legislative Council. Research Report Number 1
extensive,"[0, 0, 3, 4, 0, 0, 0, 3, 4, 16, 0]",Rhode Island Legislative Council. Research Report Number 1
origin,"[24, 20, 0, 1, 0, 4, 3, 3, 1, 36, 0, 0, 0, 0, 3, 4, 0, 7, 0, 0]",Rhode Island Legislative Council. Research Report Number 1
mentioned,"[0, 4, 0, 9, 31, 0, 9, 0, 3]",Rhode Island Legislative Council. Research Report Number 1
provided,"[16, 3, 0, 1, 1, 0, 0, 11, 0, 0, 12, 32]",Rhode Island Legislative Council. Research Report Number 1
pay,"[0, 6, 3, 0, 6, 5, 0, 5, 51, 0, 19, 0, 0, 1]",Rhode Island Legislative Council. Research Report Number 1
legislature's,[],Rhode Island Legislative Council. Research Report Number 1
pose,"[51, 72, 10, 0, 0, 0, 19, 0, 1, 29, 6, 46, 123, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 23, 0, 0, 0, 36, 0, 0]",Rhode Island Legislative Council. Research Report Number 1
creation,"[1, 2, 1, 20, 0, 0, 0, 0, 2, 0, 22, 0, 96, 2, 0, 1, 4]",Rhode Island Legislative Council. Research Report Number 1
will,"[0, 0, 0, 218, 32]",Rhode Island Legislative Council. Research Report Number 1
interest,"[1, 0, 0, 2, 1, 0, 3, 5, 2, 8, 0, 33]",Rhode Island Legislative Council. Research Report Number 1
existence,"[20, 100, 0, 22, 96, 0, 0, 4]",Rhode Island Legislative Council. Research Report Number 1
factors,"[5, 0, 0, 1, 0, 0, 8, 0, 1, 0, 8, 0]",Rhode Island Legislative Council. Research Report Number 1
Bids,"[17, 0, 25, 0, 0, 1, 2, 11, 23, 4, 1, 0, 0, 8, 1]",Rhode Island Legislative Council. Research Report Number 1
assignment,"[1, 0, 0, 3, 0, 1, 0]",Rhode Island Legislative Council. Research Report Number 1
contributing,"[1, 1, 9, 20, 18, 4, 0, 0, 0, 0, 51, 0, 0, 0, 1, 0, 0]",Rhode Island Legislative Council. Research Report Number 1
11%,[],Rhode Island Legislative Council. Research Report Number 1
rates,"[0, 5, 21, 0, 0, 72, 17, 0, 7, 0, 34, 0, 0, 3, 12, 17, 1, 10, 0, 0, 0, 8, 0]",Rhode Island Legislative Council. Research Report Number 1
can,"[4, 1, 0, 7, 1, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 12, 3, 0, 0, 1, 0, 0, 0, 0, 0, 1, 38, 0, 235, 0, 0, 13, 3, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 1]",Rhode Island Legislative Council. Research Report Number 1
manufacturers',[],Rhode Island Legislative Council. Research Report Number 1
principle,"[0, 8, 0, 14]",Rhode Island Legislative Council. Research Report Number 1
