w,vector_uso
spots,"[0, 0, 0, 5, 2, 6, 0, 0, 11, 24, 0, 3, 1, 0, 1, 0, 0, 0, 0, 0, 72, 0, 0, 1, 0, 0, 1, 1, 37, 0, 16, 0, 0, 19, 2, 7, 0, 0, 43, 0, 0, 0]",The Christian Science Monitor
reaction,"[8, 28, 0]",The Christian Science Monitor
Arkansas,"[0, 0, 0, 3]",The Christian Science Monitor
Laos,"[0, 0, 0, 0]",The Christian Science Monitor
aggression,"[1, 0, 0]",The Christian Science Monitor
brought,"[32, 18, 0, 1, 123, 1, 4, 0, 23, 0, 0, 80, 9, 0, 1, 1, 127]",The Christian Science Monitor
Each,"[0, 81, 0, 0, 0]",The Christian Science Monitor
however,"[6, 0, 0, 3, 103, 0, 35, 1, 47]",The Christian Science Monitor
such,[107],The Christian Science Monitor
cooperation,[4],The Christian Science Monitor
crime,"[0, 0, 0, 4, 0, 0]",The Christian Science Monitor
response,"[1, 25, 1, 8, 28]",The Christian Science Monitor
conciliatory,"[0, 1, 0, 0]",The Christian Science Monitor
sufficient,[3],The Christian Science Monitor
gain,"[7, 16, 8, 113, 11, 0, 0, 0, 21, 1, 0, 0, 3, 0, 2, 5, 1, 26, 0, 0, 0, 13, 0, 1, 3, 1, 0, 12]",The Christian Science Monitor
multiply,"[0, 0, 1, 0, 0]",The Christian Science Monitor
closer,"[0, 0, 0, 3, 0, 0, 27, 0, 15, 0, 0, 0, 0, 23, 2, 0, 1, 5, 0, 0, 0, 1]",The Christian Science Monitor
deeper,"[4, 15, 0, 0, 13, 3, 7, 2, 9, 0, 0, 0, 0]",The Christian Science Monitor
commission,"[0, 0, 1, 1, 8, 8, 0, 0, 0, 6, 9, 0]",The Christian Science Monitor
semipublic,[0],The Christian Science Monitor
clear,"[0, 0, 8, 0, 0, 0, 113, 0, 0, 0, 0, 0, 0, 2, 0, 0, 18, 0, 38, 12, 0, 0, 0, 0, 0, 0, 0, 29, 0, 5, 0, 0, 0, 26, 3, 0, 0, 47, 2, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 1, 0, 0, 2, 1]",The Christian Science Monitor
positive,"[4, 0, 0, 3, 0, 0, 21, 0, 0, 0, 0, 6, 0, 0, 0]",The Christian Science Monitor
amateurish,"[1, 0, 5, 0]",The Christian Science Monitor
generally,"[2, 0, 12, 0, 0, 0, 0, 1, 6]",The Christian Science Monitor
revolt,"[0, 0, 0, 5, 0, 7, 2, 0, 0, 1, 3]",The Christian Science Monitor
recipient,"[0, 0, 0]",The Christian Science Monitor
friction,"[1, 1, 0, 0]",The Christian Science Monitor
Relations,"[0, 5, 0, 8, 0, 9, 0, 8, 0, 0, 13, 0, 0, 0, 0, 0, 1]",The Christian Science Monitor
for,[],The Christian Science Monitor
basic,"[0, 0, 0, 0, 0, 19]",The Christian Science Monitor
domination,"[2, 0, 4]",The Christian Science Monitor
lack,"[3, 2, 10, 51]",The Christian Science Monitor
score,"[21, 0, 9, 2, 13, 0, 0, 2, 0, 113, 10, 0, 12, 0, 0]",The Christian Science Monitor
pin,"[0, 0, 6, 0, 4, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 20]",The Christian Science Monitor
fewer,"[71, 3]",The Christian Science Monitor
urged,"[0, 2, 1, 5, 0, 0, 1, 5, 0, 0, 8]",The Christian Science Monitor
18,"[0, 6, 0, 8]",The Christian Science Monitor
tendency,"[0, 0, 3, 2, 2, 4]",The Christian Science Monitor
gave,"[51, 113, 11, 3, 0, 0, 0, 0, 1, 0, 0, 2, 0, 32, 12, 38, 0, 3, 6, 4, 19, 17, 0, 13, 6, 3, 0, 10, 50, 6, 1, 1, 1, 7, 1, 13, 0, 36, 0, 6, 492]",The Christian Science Monitor
East-West,[],The Christian Science Monitor
Congress,"[0, 0, 0, 8, 0, 9, 0, 0, 5, 0, 0, 0, 0, 0, 1]",The Christian Science Monitor
Angola,"[0, 0]",The Christian Science Monitor
fighting,"[5, 3, 0, 2, 0, 0, 4, 0, 3, 11, 5, 5, 0, 0, 0, 8, 10]",The Christian Science Monitor
intervention,"[0, 0, 1, 8, 1]",The Christian Science Monitor
matter,"[29, 1, 0, 25, 16, 1, 53, 7]",The Christian Science Monitor
Geneva,"[0, 0, 0, 0, 0, 0]",The Christian Science Monitor
acclaimed,"[0, 0, 3, 0, 3, 0]",The Christian Science Monitor
rather,"[40, 28, 1, 3, 0, 0, 0, 23]",The Christian Science Monitor
into,[],The Christian Science Monitor
cases,"[0, 0, 0, 0, 23, 0, 10, 0, 8, 0, 1, 25, 0, 0, 0, 0, 0, 16, 0, 0, 0, 35, 7, 0, 0, 18, 6, 0, 0, 62, 0, 12]",The Christian Science Monitor
aid,"[3, 0, 7, 1, 0, 21, 17, 0, 41]",The Christian Science Monitor
find,"[37, 0, 1, 123, 1, 8, 55, 0, 0, 7, 1, 0, 17, 0, 1, 5, 4, 14, 0, 7, 0, 2, 0, 102, 0, 2, 8, 0, 3, 3]",The Christian Science Monitor
so,"[177, 0, 12, 17, 0, 228, 0, 0, 3, 22, 0, 0]",The Christian Science Monitor
insist,"[0, 3, 3, 0]",The Christian Science Monitor
North,"[17, 0, 0, 0, 0, 5, 0, 0, 0, 9, 0, 12]",The Christian Science Monitor
bitter,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 2, 0, 6, 3, 0]",The Christian Science Monitor
responsible,"[0, 0, 9]",The Christian Science Monitor
future,"[37, 47, 0, 0, 0, 0, 0]",The Christian Science Monitor
apparent,"[0, 9, 4, 3, 1, 1, 0, 7]",The Christian Science Monitor
Thruston,[],The Christian Science Monitor
decisions,"[1, 11, 7, 1]",The Christian Science Monitor
or,"[0, 0, 0, 1, 1, 0, 0]",The Christian Science Monitor
moves,"[0, 6, 0, 7, 0, 0, 19, 22, 6, 1, 43, 1, 1, 0, 90, 16, 0, 0, 1, 1, 0, 0]",The Christian Science Monitor
Cabinet,"[1, 0, 0, 1]",The Christian Science Monitor
question,"[0, 3, 2, 0, 6, 0, 33, 11, 0, 0, 0, 0, 14, 0, 0, 73, 0]",The Christian Science Monitor
program,"[0, 2, 0, 0, 27, 0, 0, 0, 2, 0, 15, 0]",The Christian Science Monitor
global,"[0, 1, 0, 0, 0, 0, 96, 0, 0, 0, 0]",The Christian Science Monitor
enunciate,"[70, 0, 0, 0, 0, 0, 1, 0]",The Christian Science Monitor
recognized,"[5, 2, 8, 6, 2, 11, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 129]",The Christian Science Monitor
announced,"[0, 0, 0, 0, 1, 1, 14, 0, 3]",The Christian Science Monitor
restrain,"[0, 0, 2, 0, 0, 1, 35, 17, 7, 0, 0, 0, 1, 0, 5]",The Christian Science Monitor
Delinquency,"[0, 0, 0, 0]",The Christian Science Monitor
Treaty,"[6, 0, 1]",The Christian Science Monitor
this,[],The Christian Science Monitor
tactical,[0],The Christian Science Monitor
itself,[],The Christian Science Monitor
nature,[32],The Christian Science Monitor
various,"[0, 41, 16, 0, 4, 4]",The Christian Science Monitor
A,"[0, 0, 0, 0, 0, 2793, 147, 0, 0, 0, 0, 0, 0]",The Christian Science Monitor
ad,"[1, 0, 0, 0, 0, 0, 0, 0, 6]",The Christian Science Monitor
stand,"[3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 19, 0, 0, 6, 0, 1, 13, 0, 2, 0, 0, 3, 1]",The Christian Science Monitor
emphasis,"[3, 4, 1, 0]",The Christian Science Monitor
unlike,"[1, 0, 24]",The Christian Science Monitor
become,"[90, 123, 33, 37, 7]",The Christian Science Monitor
dramatic,"[3, 3, 6]",The Christian Science Monitor
Development,"[23, 1, 0, 0, 3, 0, 13, 0, 8]",The Christian Science Monitor
case,"[0, 0, 0, 0, 23, 0, 10, 0, 8, 0, 1, 25, 0, 0, 0, 0, 0, 16, 0, 0, 0, 35, 7, 0, 0, 18, 6, 0, 0, 62, 0, 12]",The Christian Science Monitor
instead,"[0, 40, 0, 23]",The Christian Science Monitor
half,"[36, 1]",The Christian Science Monitor
Atlantic,"[1, 0]",The Christian Science Monitor
Thailand,"[0, 0, 0]",The Christian Science Monitor
Rusk's,[],The Christian Science Monitor
He,"[2, 0, 1039, 486]",The Christian Science Monitor
facing,"[59, 0, 0, 0, 4, 41, 0, 0, 36, 62]",The Christian Science Monitor
changed,"[10, 6, 3, 1, 5, 1, 5, 0, 34, 0, 7, 10, 0]",The Christian Science Monitor
B.,[],The Christian Science Monitor
he,"[2, 0, 1039, 486]",The Christian Science Monitor
any,"[0, 14, 168]",The Christian Science Monitor
victories,"[5, 3]",The Christian Science Monitor
offenders,"[0, 0]",The Christian Science Monitor
voiced,"[0, 30, 0, 6, 0, 0, 25]",The Christian Science Monitor
evidence,"[1, 15, 3, 44, 3, 0, 0, 39, 0, 5, 8]",The Christian Science Monitor
a,"[0, 0, 0, 0, 0, 2793, 147, 0, 0, 0, 0, 0, 0]",The Christian Science Monitor
remarkably,"[1, 0, 1, 0, 3, 0]",The Christian Science Monitor
Council,[3],The Christian Science Monitor
of,[],The Christian Science Monitor
listen,"[0, 0, 50, 5, 15]",The Christian Science Monitor
route,"[0, 9, 47, 3]",The Christian Science Monitor
excuses,"[0, 0, 1, 0, 0, 5, 0, 7, 0, 0, 0, 3, 0, 1, 0, 0, 0]",The Christian Science Monitor
what,[],The Christian Science Monitor
Cuba,"[0, 0]",The Christian Science Monitor
deeply,"[15, 7, 2]",The Christian Science Monitor
Citizens,[3],The Christian Science Monitor
Welfare,"[0, 2, 0, 0, 7, 0, 5, 0, 0]",The Christian Science Monitor
difficult,"[0, 17, 33]",The Christian Science Monitor
months,"[8, 0]",The Christian Science Monitor
negotiations,"[0, 0, 0]",The Christian Science Monitor
policy,"[6, 5, 0]",The Christian Science Monitor
prove,"[1, 0, 15, 3, 2, 0, 44, 10, 3, 0, 0, 0, 18, 0, 22, 7, 3, 8]",The Christian Science Monitor
critical,"[2, 4, 5]",The Christian Science Monitor
affair,"[29, 0, 0, 0, 0, 1, 6, 53, 0, 1, 1, 5]",The Christian Science Monitor
House,"[0, 0, 0, 0, 0, 54, 2, 11, 74, 0, 0, 0, 0, 3, 13, 52]",The Christian Science Monitor
direction,"[2, 1, 4, 8, 8, 0, 3, 0, 4, 0, 0, 0, 5, 0, 1, 123]",The Christian Science Monitor
correspondents,"[0, 0, 0, 0, 0, 0]",The Christian Science Monitor
enough,"[4, 76, 9, 0, 12]",The Christian Science Monitor
strengthening,"[6, 0, 0, 0, 0, 0]",The Christian Science Monitor
essence,"[2, 0, 0, 6, 0, 0, 0, 2, 1, 2, 0, 0, 3, 20, 27, 0, 0, 23, 5]",The Christian Science Monitor
poll,"[0, 0, 0, 0, 0, 0, 5, 0, 0]",The Christian Science Monitor
Policies,"[6, 5, 0]",The Christian Science Monitor
enactment,"[0, 0, 22, 6, 0, 1]",The Christian Science Monitor
Foreign,"[7, 12, 7, 0]",The Christian Science Monitor
against,[],The Christian Science Monitor
South,"[1, 0, 0, 0, 0, 0, 0, 23, 0, 6, 11, 0]",The Christian Science Monitor
Castro,"[3, 0, 0]",The Christian Science Monitor
formative,"[1, 5, 0]",The Christian Science Monitor
White,"[0, 0, 0, 1, 0, 1, 36, 0, 0, 18, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",The Christian Science Monitor
GOP,"[1, 0]",The Christian Science Monitor
where,[],The Christian Science Monitor
But,"[211, 25, 11, 115, 409]",The Christian Science Monitor
resumption,"[0, 0]",The Christian Science Monitor
Royal,"[0, 4, 0, 1, 0, 1]",The Christian Science Monitor
can,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 3, 0, 1, 1, 0, 0, 38, 235, 0, 0, 0, 0, 3, 12, 0, 0, 0, 0, 1, 13, 29, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 4, 0, 0, 1]",The Christian Science Monitor
military,"[0, 0, 0, 0, 7]",The Christian Science Monitor
economic,"[0, 5]",The Christian Science Monitor
?,[],The Christian Science Monitor
used,"[43, 66, 1, 0, 1, 0, 1, 7, 0, 0, 0, 0, 6, 0, 0]",The Christian Science Monitor
Pathet,[],The Christian Science Monitor
high,"[0, 61, 1, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 2, 0]",The Christian Science Monitor
treated,"[2, 20, 0, 6, 8, 0, 0, 0, 0, 0, 4, 10, 1, 12]",The Christian Science Monitor
all,"[28, 13, 2, 352, 2, 6, 24]",The Christian Science Monitor
UN,"[0, 6]",The Christian Science Monitor
ground,"[0, 59, 2, 16, 24, 0, 0, 0, 32, 0, 0, 0, 26, 0, 0, 4, 0, 0, 0, 0, 8, 21, 0, 0, 0, 0, 3, 0, 0, 0, 3, 3, 0, 0, 0, 30, 2, 0, 3, 1]",The Christian Science Monitor
reply,"[8, 25, 3, 1]",The Christian Science Monitor
W.,[],The Christian Science Monitor
authorities,"[3, 0, 1, 4, 1, 0, 0, 3, 16, 3, 0, 2, 1, 0, 0, 0, 2, 1, 0, 13]",The Christian Science Monitor
encouraging,"[1, 2, 3, 3, 0, 3, 18]",The Christian Science Monitor
attacks,"[2, 0, 0, 1, 0, 7, 0, 0, 11, 0, 0, 0, 0, 0, 29, 9, 0, 3, 0]",The Christian Science Monitor
far,"[0, 0, 0, 57, 0, 0]",The Christian Science Monitor
conditions,"[5, 0, 0, 13, 0, 0, 7, 2, 7, 6, 2, 8, 17, 15, 0, 0, 8, 0, 1]",The Christian Science Monitor
Labor,"[0, 0, 7, 24, 0, 0, 0, 0, 4, 11, 0, 0, 1, 0, 6, 0, 0, 0, 0, 0, 0, 2, 3, 2, 0, 0, 0, 0, 0, 0]",The Christian Science Monitor
up,"[0, 0, 0, 4, 3, 307]",The Christian Science Monitor
at,"[0, 580, 0, 35]",The Christian Science Monitor
immediate,"[0, 9, 1, 1, 13]",The Christian Science Monitor
without,[],The Christian Science Monitor
entirely,"[28, 13, 211, 2, 352, 2, 6, 24, 3, 17, 3]",The Christian Science Monitor
understates,"[1, 0, 0, 0]",The Christian Science Monitor
it,"[0, 0]",The Christian Science Monitor
application,"[0, 0, 1, 0, 0, 7, 0, 3]",The Christian Science Monitor
modified,"[3, 7, 0, 34, 10, 0]",The Christian Science Monitor
agreed,"[0, 2, 17, 2, 0, 0, 1, 0, 0, 1, 0, 0, 3, 0, 8, 1, 6, 6]",The Christian Science Monitor
almost,"[237, 0, 66, 0, 18, 104, 23, 3]",The Christian Science Monitor
errors,"[4, 0, 0, 0, 0, 6, 0, 3]",The Christian Science Monitor
.,[],The Christian Science Monitor
shipped,"[0, 0, 17, 10]",The Christian Science Monitor
Attorney,"[3, 5]",The Christian Science Monitor
opinions,"[4, 1, 0, 23, 3, 0, 6, 1, 17, 0, 4, 1, 6, 67, 0, 0]",The Christian Science Monitor
along,"[37, 839]",The Christian Science Monitor
was,"[12, 3, 6, 0, 21, 0, 11, 0, 722, 6, 0, 0, 26, 15, 1]",The Christian Science Monitor
growth,"[23, 1, 0, 0, 0, 13, 1, 13, 0, 8]",The Christian Science Monitor
found,"[37, 59, 0, 123, 1, 0, 8, 55, 0, 0, 7, 1, 1, 0, 17, 0, 0, 1, 5, 4, 14, 21, 7, 13, 0, 3, 0, 102, 0, 2, 8, 1, 0, 3, 3, 3]",The Christian Science Monitor
encourage,"[1, 2, 3, 0, 18]",The Christian Science Monitor
institute,"[59, 18, 0, 13, 3, 1]",The Christian Science Monitor
upon,[],The Christian Science Monitor
One,"[5, 29, 0, 0, 0, 0, 321, 0, 786, 24, 0, 1, 0, 0, 0, 3, 0]",The Christian Science Monitor
Soviet,"[0, 3]",The Christian Science Monitor
J.,[],The Christian Science Monitor
University,[7],The Christian Science Monitor
fiasco,"[0, 0]",The Christian Science Monitor
taken,"[0, 0, 3, 0, 123, 9, 0, 0, 113, 16, 0, 5, 1, 3, 5, 2, 11, 10, 0, 5, 0, 0, 1, 28, 24, 0, 0, 3, 1, 1, 6, 0, 0, 14, 7, 1, 10, 18, 3, 9, 5, 20, 17, 4, 6, 6, 80, 3, 2, 0, 7, 21, 1, 0, 0, 54, 0, 1, 7, 1, 22, 20, 5, 2, 4, 4, 5, 492]",The Christian Science Monitor
territory,"[0, 2, 2, 5, 2]",The Christian Science Monitor
personal,[25],The Christian Science Monitor
scale,"[0, 6, 0, 0, 0, 3, 7, 0, 0, 0, 0, 0, 0]",The Christian Science Monitor
fulfilled,"[1, 1, 7, 0, 1, 19, 4, 0, 0, 0, 0, 52]",The Christian Science Monitor
analysis,"[4, 0, 0, 7]",The Christian Science Monitor
other,"[183, 41, 10]",The Christian Science Monitor
points,"[3, 0, 3, 44, 8, 0, 1, 6, 0, 0, 0, 0, 16, 11, 0, 18, 1, 0, 14, 5, 0, 0, 0, 0, 7, 0, 0, 72, 2, 0, 0, 0, 2, 37, 0, 4, 0, 0, 6, 22, 0, 0, 0, 0, 0, 73, 14]",The Christian Science Monitor
Republican,"[0, 2, 0]",The Christian Science Monitor
vitality,"[7, 0, 0, 0, 0, 0, 2, 0]",The Christian Science Monitor
yet,"[6, 0, 0, 3, 0, 35, 0, 47, 0, 0, 0, 103, 0, 0, 0, 0, 1, 1, 115]",The Christian Science Monitor
session,"[3, 0, 0, 0, 12, 0]",The Christian Science Monitor
during,[],The Christian Science Monitor
nightmare,"[0, 3]",The Christian Science Monitor
accept,"[0, 0, 10, 0, 9, 0, 6, 80, 6, 2, 0, 492]",The Christian Science Monitor
Eisenhower,"[0, 0, 0, 2, 0, 0]",The Christian Science Monitor
establishing,"[59, 44, 51, 0, 0, 113, 9, 8, 1, 3, 0, 21, 13, 1, 3, 0, 1, 0, 3]",The Christian Science Monitor
want,"[0, 2, 10, 54, 1, 0, 6, 51, 16, 17, 0]",The Christian Science Monitor
explanation,"[13, 6]",The Christian Science Monitor
left,"[0, 0, 51, 0, 0, 2, 12, 218, 0, 0, 0, 32, 2, 0, 0, 0, 0, 0, 0, 0, 0, 6, 9, 0, 16, 0, 27, 41, 0, 1, 0, 20, 0]",The Christian Science Monitor
ready,"[9, 0, 0, 113, 4, 0, 1, 46, 21]",The Christian Science Monitor
secretary's,[],The Christian Science Monitor
'',[],The Christian Science Monitor
channels,"[0, 1, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 1, 0, 2, 0, 1, 0, 0, 0, 2]",The Christian Science Monitor
hilt,[0],The Christian Science Monitor
preoccupied,"[1, 0, 1, 1, 0, 32, 0, 0]",The Christian Science Monitor
asks,"[54, 0, 0, 15, 0, 80, 22, 1, 6, 5, 14, 0]",The Christian Science Monitor
meeting,"[0, 0, 0, 1, 0, 23, 3, 11, 3, 0, 0, 0, 19, 2, 7, 0, 0, 0, 0, 8, 0, 102, 0, 0, 18, 7, 0, 1, 3, 0, 3, 0]",The Christian Science Monitor
nation,"[32, 28, 11, 1, 0, 0, 0, 0, 49, 0]",The Christian Science Monitor
doubled,"[0, 5, 3, 13, 0, 0, 0, 0, 0, 0]",The Christian Science Monitor
just,"[211, 1, 25, 11, 134, 13, 5, 4, 115, 1, 11, 7, 409, 15, 0, 4]",The Christian Science Monitor
notice,"[0, 55, 2, 1, 4, 9, 0, 9, 10, 4, 0, 4, 1, 4, 0, 0, 8, 0, 3]",The Christian Science Monitor
again,"[0, 0, 0, 74]",The Christian Science Monitor
came,"[0, 22, 123, 163, 3, 3, 0, 0, 0, 11, 3, 0, 0, 12, 0, 1, 20, 42, 84, 0]",The Christian Science Monitor
recommend,"[5, 5, 1, 2]",The Christian Science Monitor
mean,"[0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 65, 0, 0, 10, 1, 5, 0, 37, 3]",The Christian Science Monitor
Simultaneously,"[5, 0]",The Christian Science Monitor
speeches,"[0, 0, 0, 0, 6, 0, 3, 1, 1, 0, 0, 18, 0, 25]",The Christian Science Monitor
war,"[0, 2, 31]",The Christian Science Monitor
director,"[0, 0, 1, 0, 4, 0, 0, 0]",The Christian Science Monitor
side,"[14, 0, 5, 19, 62, 61, 1]",The Christian Science Monitor
step,"[12, 6, 0, 0, 0, 0, 3, 0, 0, 1, 1, 8, 0, 0, 5, 0, 0, 0, 0, 0, 0]",The Christian Science Monitor
surveyed,"[1, 0, 11, 2, 1, 0]",The Christian Science Monitor
unity,"[5, 29, 0, 2, 321, 786, 24, 1, 1]",The Christian Science Monitor
connection,"[5, 0, 3, 0, 0, 0, 0, 3, 1]",The Christian Science Monitor
reform,"[1, 0, 0, 0, 0, 0]",The Christian Science Monitor
impetus,"[0, 4, 0, 0]",The Christian Science Monitor
The,[],The Christian Science Monitor
professors,"[0, 1]",The Christian Science Monitor
atomic,"[13, 11]",The Christian Science Monitor
fact,[74],The Christian Science Monitor
source,"[1, 3, 0, 3, 20, 0, 4, 1, 4, 0, 1, 5]",The Christian Science Monitor
Crime,"[0, 0, 0, 4, 0, 0]",The Christian Science Monitor
reviewed,"[1, 0, 1, 2, 0, 0, 0, 0, 0]",The Christian Science Monitor
them,[],The Christian Science Monitor
West,"[0, 0, 0, 0, 12, 2, 0, 2, 0, 0, 0, 24]",The Christian Science Monitor
societies,"[15, 0, 0, 34, 0, 11, 0, 0, 1, 0, 0, 11, 1, 0]",The Christian Science Monitor
two,"[158, 0, 26, 0, 0]",The Christian Science Monitor
America,"[14, 17, 0, 0, 0, 0, 0, 0]",The Christian Science Monitor
since,[],The Christian Science Monitor
Kremlin,"[1, 0]",The Christian Science Monitor
ago,"[39, 0]",The Christian Science Monitor
declared,"[17, 0, 9, 0, 1, 5]",The Christian Science Monitor
international,"[29, 6, 5, 2]",The Christian Science Monitor
looked,"[10, 102, 59, 0, 0, 26, 4, 15, 7, 41, 5, 4, 0, 62, 3, 7, 0]",The Christian Science Monitor
fixed,"[0, 123, 0, 6, 113, 4, 0, 0, 0, 1, 0, 0, 0, 7, 1, 0, 46, 0, 0, 2, 2, 0, 1, 3, 7, 21, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]",The Christian Science Monitor
waters,"[2, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 91, 0, 0]",The Christian Science Monitor
always,"[4, 0, 3, 59, 46, 0, 7, 0]",The Christian Science Monitor
to,[],The Christian Science Monitor
Again,"[0, 0, 0, 74]",The Christian Science Monitor
atmosphere,"[0, 0, 0, 0, 26, 0, 0, 0, 13]",The Christian Science Monitor
behind,"[1, 1, 5, 0, 0, 0, 7, 0, 0, 0, 38, 235, 0, 3, 12, 0, 0, 1, 13, 0, 0, 0, 3, 0, 0, 0, 0, 4, 0, 0, 0]",The Christian Science Monitor
check,"[5, 0, 0, 0, 0, 7, 0, 0, 2, 1, 0, 0, 0, 1, 0, 0, 18, 0, 3, 0, 1, 5, 0, 2, 0, 0, 10, 0, 1, 16, 38, 7, 13, 0, 6, 0, 0, 0, 0, 0, 0, 0, 17, 17, 4, 4, 0, 0, 1, 0, 0, 8, 0, 0, 0, 4, 3, 102, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 1, 0, 3, 0, 1, 0]",The Christian Science Monitor
about,"[237, 0, 0, 0, 0, 85, 66, 3, 0, 0, 18, 104, 0, 23, 6, 2, 182]",The Christian Science Monitor
exploratory,"[0, 0]",The Christian Science Monitor
trouble,"[32, 7, 0, 0, 36, 0, 0, 3, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 8, 0, 3, 4, 0]",The Christian Science Monitor
use,"[7, 11, 6, 0, 0, 1, 0, 5, 1, 6, 66, 0, 0, 2, 1, 0, 0, 9, 7, 3, 0, 0, 0]",The Christian Science Monitor
steps,"[12, 6, 0, 0, 0, 0, 3, 0, 0, 1, 1, 8, 0, 0, 5, 0, 10, 0, 5, 0, 0, 0, 0]",The Christian Science Monitor
merely,"[211, 25, 11, 115, 409]",The Christian Science Monitor
Fulbright,"[0, 0, 0]",The Christian Science Monitor
Canada,[4],The Christian Science Monitor
committee,"[6, 0, 1]",The Christian Science Monitor
(,[],The Christian Science Monitor
susceptible,[0],The Christian Science Monitor
factor,"[8, 0, 0, 0, 0, 1, 1, 0, 0, 8, 0, 5]",The Christian Science Monitor
attack,"[2, 0, 0, 1, 0, 7, 0, 0, 11, 0, 0, 0, 0, 0, 29, 9, 0, 3, 0]",The Christian Science Monitor
losses,"[0, 10, 0, 7, 0, 3, 3, 0, 0, 0, 7, 71, 2]",The Christian Science Monitor
served,"[0, 1, 1, 19, 1, 6, 0, 0, 163, 4, 25, 41, 12, 0, 9, 0, 0, 0]",The Christian Science Monitor
surprises,"[0, 4, 13]",The Christian Science Monitor
wherever,"[0, 1]",The Christian Science Monitor
Boston,"[4, 0, 0, 0, 0]",The Christian Science Monitor
special,"[20, 5, 24, 1, 6, 10, 0]",The Christian Science Monitor
wider,"[0, 3, 0, 0, 0, 0, 0, 24, 3, 4, 0, 0, 0, 16, 0]",The Christian Science Monitor
on,"[37, 839]",The Christian Science Monitor
come,"[0, 22, 123, 163, 3, 0, 0, 3, 0, 0, 0, 11, 0, 3, 0, 0, 12, 0, 20, 1, 42, 84, 0, 0, 5]",The Christian Science Monitor
firmer,"[0, 25, 0, 0, 0, 11, 4, 0, 0, 19, 1, 14, 3, 0, 0]",The Christian Science Monitor
whether,[],The Christian Science Monitor
their,[],The Christian Science Monitor
effective,"[0, 0, 134, 2, 7, 0, 0]",The Christian Science Monitor
ill,"[3, 0, 0, 2, 0, 3, 2, 5]",The Christian Science Monitor
If,[],The Christian Science Monitor
tragedies,"[1, 0, 8, 1, 1]",The Christian Science Monitor
