engaging,"[1, 5, 1, 0, 1, 0, 0, 1, 0, 2, 0, 0, 3, 5, 0, 0, 0, 1, 0, 0, 80, 0]",Christian Ethics & the Sit-In
southern,"[3, 0]",Christian Ethics & the Sit-In
threatening,"[0, 0, 0, 1, 0, 2, 0, 18, 1, 1, 0, 3, 1, 0, 0, 0, 0, 3]",Christian Ethics & the Sit-In
clearly,"[0, 26, 1, 0, 14]",Christian Ethics & the Sit-In
enter,"[3, 2, 0, 22, 0, 0, 0, 0, 19, 0, 0, 0, 12, 1, 0, 0, 2, 0, 0, 0]",Christian Ethics & the Sit-In
excellent,"[8, 1, 0, 2]",Christian Ethics & the Sit-In
fall,"[2, 0, 0, 4, 0, 0, 6, 13, 0, 4, 1, 0, 9, 0, 0, 47, 0, 0, 0, 3, 0, 0, 3, 0, 2, 1, 0, 0, 20, 0, 4, 0, 0, 0, 0, 0, 0, 84, 1, 0, 0, 12, 1, 0, 0]",Christian Ethics & the Sit-In
make,"[1, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 1, 17, 0, 163, 51, 0, 0, 6, 0, 0, 127, 21, 4, 0, 9, 0, 39, 0, 31, 0, 0, 4, 113, 0, 1, 3, 0, 0, 1, 0, 0, 0, 0, 0, 18, 11, 9, 0, 0, 0, 26, 2, 0, 1, 1, 5, 0, 0, 123, 0, 9, 0, 0, 0, 80, 492, 16]",Christian Ethics & the Sit-In
true,"[4, 0, 0, 1, 24, 0, 0, 1, 0, 0, 0, 0, 0, 16, 0, 9]",Christian Ethics & the Sit-In
labor,"[6, 0, 3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 24, 0, 2, 0, 0, 0, 11, 0, 0, 0, 2, 0, 0, 7, 4, 0]",Christian Ethics & the Sit-In
with,[],Christian Ethics & the Sit-In
potential,"[1, 0, 0, 41, 0, 13, 6, 0, 0]",Christian Ethics & the Sit-In
re-moralizing,[],Christian Ethics & the Sit-In
break,"[0, 0, 57, 0, 0, 1, 0, 0, 0, 18, 0, 0, 3, 2, 1, 6, 0, 13, 1, 0, 0, 1, 0, 0, 3, 0, 2, 0, 0, 47, 51, 0, 0, 0, 90, 0, 0, 12, 0, 0, 2, 0, 1, 0, 0, 0, 7, 0, 6, 0, 0, 1, 0, 0, 1, 0, 7, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 1, 1, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 3, 1, 11, 3, 0, 0, 4, 0, 0, 0, 0, 0, 0, 5, 0, 0]",Christian Ethics & the Sit-In
certain,"[42, 1, 42]",Christian Ethics & the Sit-In
taxpayers,[4],Christian Ethics & the Sit-In
self-defeat,[],Christian Ethics & the Sit-In
guilty,"[4, 0, 0, 0]",Christian Ethics & the Sit-In
years,"[61, 0, 0, 0, 36, 33, 0, 0, 0, 133, 12]",Christian Ethics & the Sit-In
capital,"[1, 0, 0, 0, 0, 15, 61, 0, 0, 0, 0, 3]",Christian Ethics & the Sit-In
regard,"[17, 0, 0, 0, 2, 7, 5, 10, 11, 17, 0, 0, 0, 13, 102]",Christian Ethics & the Sit-In
permitted,"[0, 10, 51, 1, 12]",Christian Ethics & the Sit-In
fundamental,"[0, 3, 6, 0, 0, 4, 6, 14, 0, 0]",Christian Ethics & the Sit-In
large,"[0, 0, 0, 0, 0, 0, 0, 0, 4, 18, 0, 61, 53, 0, 0, 30, 0]",Christian Ethics & the Sit-In
claim,"[4, 25, 0, 0, 2, 80, 7]",Christian Ethics & the Sit-In
opposed,"[10, 0, 0, 3, 0, 3, 0, 4, 0, 0, 2, 0, 3]",Christian Ethics & the Sit-In
part,"[12, 3, 0, 6, 1, 7, 0, 6, 47, 4, 3, 6, 0, 9, 4, 0, 30, 0, 0, 0, 1, 0, 12, 11, 19, 0, 13, 5, 0, 16, 0, 0, 0, 1, 5, 17]",Christian Ethics & the Sit-In
intent,"[0, 0, 7, 1, 0, 4, 0, 11, 14, 0, 3, 18]",Christian Ethics & the Sit-In
willingly,"[0, 0]",Christian Ethics & the Sit-In
seemed,"[3, 59, 26]",Christian Ethics & the Sit-In
seems,"[3, 59, 26]",Christian Ethics & the Sit-In
give,"[19, 0, 1, 0, 0, 1, 3, 13, 38, 17, 6, 19, 0, 51, 36, 0, 6, 0, 1, 0, 113, 0, 6, 3, 7, 1, 3, 6, 13, 10, 2, 0, 50, 11, 0, 0, 12, 4, 0, 32, 492, 1, 0]",Christian Ethics & the Sit-In
application,"[1, 0, 0, 7, 0, 0, 3, 0]",Christian Ethics & the Sit-In
well-being,"[5, 2, 0, 0, 0, 0]",Christian Ethics & the Sit-In
conflict,"[10, 5, 0, 7, 0, 0, 16, 0, 0, 7, 2]",Christian Ethics & the Sit-In
must,"[0, 0, 115]",Christian Ethics & the Sit-In
slavery,"[0, 0, 0, 0, 0, 2]",Christian Ethics & the Sit-In
maintain,"[1, 0, 1, 1, 2, 35, 0, 0, 3, 17, 0, 2, 5, 4]",Christian Ethics & the Sit-In
trading,"[6, 4, 0, 0, 16, 20, 0, 0, 7]",Christian Ethics & the Sit-In
article,"[3, 0]",Christian Ethics & the Sit-In
aware,"[0, 0, 10, 0]",Christian Ethics & the Sit-In
now,"[28, 3, 0, 0, 129, 0, 1, 0, 2, 12, 0, 0, 12]",Christian Ethics & the Sit-In
jiu-jitsu,[],Christian Ethics & the Sit-In
War,"[31, 0, 2]",Christian Ethics & the Sit-In
indiscriminating,"[0, 0]",Christian Ethics & the Sit-In
evil,"[5, 0, 0, 0, 0, 24, 0, 0, 1]",Christian Ethics & the Sit-In
action,"[0, 8, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 52, 0, 0, 12, 0]",Christian Ethics & the Sit-In
books,"[0, 0, 2, 0, 17, 0, 0, 19, 12, 0, 1, 4, 4, 0, 0, 11, 0, 0, 0, 0, 0, 3, 0, 0, 0]",Christian Ethics & the Sit-In
These,[],Christian Ethics & the Sit-In
An,"[0, 0]",Christian Ethics & the Sit-In
injustice,"[0, 0, 0, 1, 0]",Christian Ethics & the Sit-In
enslavement,"[0, 0]",Christian Ethics & the Sit-In
direct,"[37, 0, 0, 4, 0, 12, 0, 3, 2, 0, 0, 20, 0, 7, 10, 1, 72, 0, 73, 0, 0, 16, 6, 16, 5, 0, 0, 0, 0, 80, 4]",Christian Ethics & the Sit-In
that,[],Christian Ethics & the Sit-In
devastate,"[3, 0, 0, 0, 2, 0]",Christian Ethics & the Sit-In
secondarily,[0],Christian Ethics & the Sit-In
inescapable,"[3, 1, 0]",Christian Ethics & the Sit-In
violate,"[0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 1, 0, 0, 13, 0, 0, 0, 0]",Christian Ethics & the Sit-In
suppositions,"[1, 0, 4, 0, 0, 12, 0, 0, 3]",Christian Ethics & the Sit-In
altered,"[0, 0, 5, 3, 0, 0, 4, 0, 3, 34, 0, 0]",Christian Ethics & the Sit-In
need,"[0, 0, 0, 8, 5, 54, 80, 0, 22, 6, 0, 0, 6, 14, 0, 51]",Christian Ethics & the Sit-In
deliberate,"[6, 0, 10, 4, 3, 3, 1, 0]",Christian Ethics & the Sit-In
Among,[],Christian Ethics & the Sit-In
pressures,"[10, 5, 1, 0, 1, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 2]",Christian Ethics & the Sit-In
force,"[10, 27, 0, 58, 6, 4, 0, 0, 0, 7, 0, 0, 5, 0, 0, 0, 0, 11, 0, 5, 1, 7, 0, 9, 4, 14]",Christian Ethics & the Sit-In
sufficient,[3],Christian Ethics & the Sit-In
have,"[7, 49, 4, 4, 0, 17, 1, 0, 1, 51, 51, 6, 2, 6, 0, 111, 0, 113, 0, 18, 0, 3, 6, 123, 2, 0, 0, 80, 492]",Christian Ethics & the Sit-In
mainly,"[1, 0, 2, 3, 3]",Christian Ethics & the Sit-In
personal,[25],Christian Ethics & the Sit-In
stepping,"[12, 0, 0, 5, 0, 0, 0, 1]",Christian Ethics & the Sit-In
effect,"[5, 0, 27, 16, 2, 27, 0, 6, 3, 3, 0, 8, 14, 6, 0]",Christian Ethics & the Sit-In
causes,"[5, 10, 0, 0, 30, 16, 1, 163, 0, 0, 113, 7, 0, 11, 18, 35, 123, 11, 0, 492]",Christian Ethics & the Sit-In
American,"[0, 0, 39]",Christian Ethics & the Sit-In
Moreover,"[1, 0, 1]",Christian Ethics & the Sit-In
these,[],Christian Ethics & the Sit-In
conclusion,"[27, 3, 51, 0, 83, 7, 1, 3, 0, 0, 6, 0, 11, 7]",Christian Ethics & the Sit-In
whom,[],Christian Ethics & the Sit-In
proposed,"[6, 1, 0, 0, 2, 11, 11, 0, 3, 0, 5]",Christian Ethics & the Sit-In
determine,"[0, 0, 1, 3, 4, 46, 12, 0, 13, 4, 0, 0, 12, 2, 6, 55, 1, 0, 0, 1, 6, 102]",Christian Ethics & the Sit-In
showing,"[37, 8, 0, 1, 0, 44, 21, 14, 7, 1, 19, 36, 6, 0, 7, 1, 1, 0, 1, 0, 3, 3, 0, 20, 2, 15, 0, 1]",Christian Ethics & the Sit-In
leads,"[0, 29, 0, 0, 0, 8, 2, 4, 7, 1, 0, 20, 0, 0, 0, 27, 3, 43, 0, 90, 0, 0, 0, 73, 0, 12, 0, 3, 0, 0, 16, 0, 0, 5, 12, 4, 9, 0, 32, 80]",Christian Ethics & the Sit-In
lack,"[3, 2, 10, 51]",Christian Ethics & the Sit-In
class,"[52, 61, 1, 0, 3, 0, 18, 0, 12, 0, 0, 0, 0, 74, 5, 1, 39, 12]",Christian Ethics & the Sit-In
secondary,"[1, 1, 0, 0, 0, 0, 0, 0]",Christian Ethics & the Sit-In
resistance,"[1, 5, 0, 4, 0, 2, 0, 0, 0, 0]",Christian Ethics & the Sit-In
necessary,"[13, 3, 18, 0, 4]",Christian Ethics & the Sit-In
do,"[1, 0, 46, 163, 1, 3, 0, 0, 0, 0, 0, 0, 22, 0, 9, 25, 113, 0, 6, 0, 1, 5, 0, 0, 18, 84, 0, 0, 3, 6]",Christian Ethics & the Sit-In
not,"[602, 0]",Christian Ethics & the Sit-In
York,"[20, 0]",Christian Ethics & the Sit-In
nature,[32],Christian Ethics & the Sit-In
Gregg,[],Christian Ethics & the Sit-In
decisively,"[1, 1]",Christian Ethics & the Sit-In
support,"[0, 0, 0, 0, 3, 0, 0, 33, 0, 1, 17, 2, 0, 0, 0, 0, 0, 0, 3, 0, 2, 0, 13, 0, 0, 162, 1, 0, 0, 0, 3, 0, 0, 5, 0, 0, 0, 3, 0, 0, 6, 0, 2, 0, 19, 0, 0, 35, 0, 0]",Christian Ethics & the Sit-In
believes,"[4, 6, 10, 31, 0, 3, 7, 6, 23, 65]",Christian Ethics & the Sit-In
issue,"[27, 0, 1, 0, 42, 0, 13, 0, 0, 7, 2, 29, 27, 0, 6, 0, 3, 0, 0, 0, 1, 1, 16, 0, 0, 25, 0, 6, 0, 0, 8, 0, 0, 5, 0, 1, 0, 20, 0, 1, 80]",Christian Ethics & the Sit-In
who,"[0, 0]",Christian Ethics & the Sit-In
goods,"[134, 4, 0, 0]",Christian Ethics & the Sit-In
denied,"[0, 4, 3, 0]",Christian Ethics & the Sit-In
unjust,"[0, 2, 0]",Christian Ethics & the Sit-In
stores,"[0, 0, 0, 7, 0, 0, 8, 0, 13, 0, 0, 0, 0, 4, 0, 0, 0, 36]",Christian Ethics & the Sit-In
important,"[0, 32, 4, 0, 14]",Christian Ethics & the Sit-In
General,"[9, 0, 1, 0, 32, 0, 0, 0, 1]",Christian Ethics & the Sit-In
going,"[0, 0, 1, 0, 1, 25, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 7, 0, 5, 0, 33, 6, 0, 20, 0, 0, 6, 0, 0, 9, 90, 43, 127, 26, 0, 0, 0, 0, 11, 17, 3, 3, 3, 7, 6, 0, 19, 0, 71, 8, 13, 0, 0, 0, 0, 3, 83, 12, 0, 0, 123, 0, 0, 0, 0, 19]",Christian Ethics & the Sit-In
humanity,"[173, 1, 0, 0, 8, 96, 0, 11, 0, 4]",Christian Ethics & the Sit-In
practices,"[8, 0, 163, 6, 0, 0, 7, 0, 66, 1, 5, 0, 0]",Christian Ethics & the Sit-In
technique,"[1, 9]",Christian Ethics & the Sit-In
since,[],Christian Ethics & the Sit-In
enough,"[0, 9, 4, 12, 76]",Christian Ethics & the Sit-In
this,[],Christian Ethics & the Sit-In
dollars,"[0, 0, 2, 1, 0, 9, 0]",Christian Ethics & the Sit-In
forth,"[0, 102, 40, 9, 0, 0, 9]",Christian Ethics & the Sit-In
shall,[],Christian Ethics & the Sit-In
boycott,[0],Christian Ethics & the Sit-In
to,[],Christian Ethics & the Sit-In
Of,[],Christian Ethics & the Sit-In
continue,"[16, 1, 13, 0, 13, 1, 8, 0, 1, 0, 0, 0, 0, 35, 0, 0, 0, 0]",Christian Ethics & the Sit-In
violence,"[0, 0, 7, 1, 1, 14, 0, 1]",Christian Ethics & the Sit-In
suddenly,"[0, 0, 20, 28, 27, 0, 4]",Christian Ethics & the Sit-In
The,[],Christian Ethics & the Sit-In
difference,"[1, 3, 2, 0, 16, 0, 7, 2]",Christian Ethics & the Sit-In
actual,"[4, 2, 0, 1, 33, 10]",Christian Ethics & the Sit-In
reaching,"[11, 0, 1, 21, 3, 1, 51, 0, 0, 7, 5, 4, 113, 0, 1, 0, 0, 50, 11, 0, 1, 12, 5, 0, 1, 0]",Christian Ethics & the Sit-In
consultation,"[3, 0, 3, 15]",Christian Ethics & the Sit-In
render,"[44, 22, 13, 0, 0, 51, 0, 3, 5, 0, 0, 0, 0, 6, 2, 20, 1, 4, 2, 16, 0]",Christian Ethics & the Sit-In
limited,"[0, 0, 0, 10, 7, 46, 0, 1, 2, 5, 0, 0, 7, 1, 1, 0, 24, 1]",Christian Ethics & the Sit-In
insignificant,"[0, 0, 2, 0]",Christian Ethics & the Sit-In
Our,[],Christian Ethics & the Sit-In
always,"[0, 46, 3, 0, 59, 0, 4, 7]",Christian Ethics & the Sit-In
color,"[0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Christian Ethics & the Sit-In
convinced,"[4, 0, 0, 1, 21, 3]",Christian Ethics & the Sit-In
Without,[],Christian Ethics & the Sit-In
then,"[177, 0, 228, 0]",Christian Ethics & the Sit-In
but,"[211, 25, 409, 115, 11]",Christian Ethics & the Sit-In
lines,"[1, 0, 31, 0, 0, 0, 5, 26, 0, 7, 24, 0, 0, 0, 3, 0, 3, 0, 0, 0, 6, 0, 0, 6, 0, 0, 0, 3, 0, 0, 1, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 74, 0, 0, 0, 36, 0, 0, 0, 2, 9, 0, 0, 1, 2, 0, 7, 0, 0, 9, 0, 0, 0, 0, 0, 0]",Christian Ethics & the Sit-In
else,[],Christian Ethics & the Sit-In
account,"[40, 0, 0, 9, 1, 0, 4, 6, 31, 0, 0, 0, 8, 13, 0, 6, 0]",Christian Ethics & the Sit-In
unless,[],Christian Ethics & the Sit-In
gal,"[0, 1]",Christian Ethics & the Sit-In
does,"[0, 46, 163, 1, 3, 0, 0, 0, 0, 0, 0, 0, 22, 0, 9, 25, 113, 0, 6, 1, 5, 0, 0, 18, 84, 3, 6, 0, 0]",Christian Ethics & the Sit-In
matter,"[1, 16, 25, 29, 53, 1, 0, 7]",Christian Ethics & the Sit-In
upon,[],Christian Ethics & the Sit-In
word,"[0, 0, 0, 2, 3, 2, 4, 0, 0, 37, 11, 1, 4, 4, 7, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",Christian Ethics & the Sit-In
war,"[31, 0, 2]",Christian Ethics & the Sit-In
present,"[3, 0, 0, 0, 44, 0, 62, 51, 11, 36, 0, 6, 2, 5, 3, 2, 6, 6, 0, 2, 0, 0]",Christian Ethics & the Sit-In
amounting,"[84, 42, 0, 12, 22]",Christian Ethics & the Sit-In
about,"[2, 0, 23, 0, 0, 0, 18, 0, 237, 6, 66, 0, 0, 85, 3, 104, 182]",Christian Ethics & the Sit-In
Not,"[602, 0]",Christian Ethics & the Sit-In
United,"[0, 3, 5, 4, 0, 0, 3, 2, 0, 5]",Christian Ethics & the Sit-In
sections,"[47, 3, 0, 12, 2, 1, 0, 0, 0, 4]",Christian Ethics & the Sit-In
verification,"[4, 0, 6, 0]",Christian Ethics & the Sit-In
when,[],Christian Ethics & the Sit-In
thought,"[15, 0, 0, 37, 12, 1, 0, 15, 0, 0, 31, 10, 5, 1, 0, 65, 0, 4, 2, 12, 67, 17, 0, 14, 0, 0, 0, 0, 31, 0]",Christian Ethics & the Sit-In
dedicated,"[0, 0, 0, 1, 51, 3, 1]",Christian Ethics & the Sit-In
widespread,"[0, 3]",Christian Ethics & the Sit-In
such,[107],Christian Ethics & the Sit-In
greater,"[0, 30, 0, 0, 18, 0, 2, 0, 0, 0, 3, 0, 2, 0, 21, 61, 53, 0, 4, 0, 0, 0, 5, 0, 1, 3]",Christian Ethics & the Sit-In
already,[27],Christian Ethics & the Sit-In
course,"[4, 2, 0, 4, 0, 12, 0, 4, 0, 74, 9, 43, 6, 24, 39, 12, 2]",Christian Ethics & the Sit-In
whole,"[13, 5, 1, 14, 6, 24, 352, 2, 0, 2, 0, 0, 28, 2]",Christian Ethics & the Sit-In
respect,"[0, 0, 0, 3, 11, 2, 0, 17, 0, 13, 1, 4, 0]",Christian Ethics & the Sit-In
journalist,"[0, 0, 0]",Christian Ethics & the Sit-In
hope,"[22, 0, 0, 16, 0, 7, 9, 3]",Christian Ethics & the Sit-In
connection,"[0, 5, 3, 0, 0, 3, 1, 0, 0]",Christian Ethics & the Sit-In
consideration,"[0, 0, 17, 2, 2, 0]",Christian Ethics & the Sit-In
barely,"[4, 0, 1, 115, 11, 7]",Christian Ethics & the Sit-In
know,"[0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 5, 0, 26, 2, 0, 0, 49, 1, 8, 0, 0, 0, 0, 3, 0, 0, 0, 0, 129, 0, 0, 49]",Christian Ethics & the Sit-In
in,"[0, 0, 152, 0, 0, 2255, 1, 0, 2, 3]",Christian Ethics & the Sit-In
fellow,"[0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 8, 0, 0, 0, 0, 0, 6, 1, 0]",Christian Ethics & the Sit-In
ethicist,"[0, 0]",Christian Ethics & the Sit-In
statement,"[2, 3, 0, 4, 0, 0, 7, 8]",Christian Ethics & the Sit-In
