w,vector_uso
Blessed,"[3, 0, 1, 2, 0, 1, 5, 0, 0, 0, 0, 2, 1, 0, 0, 1, 13, 1, 2, 0]",Christian Unity in England
programs,"[0, 15, 0, 0, 0, 2, 0, 0, 0, 27, 0, 2]",Christian Unity in England
sickness,"[2, 5, 0, 0, 0]",Christian Unity in England
column,"[0, 0, 3, 3, 4, 0]",Christian Unity in England
such,[107],Christian Unity in England
lapsed,"[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 1, 0, 0]",Christian Unity in England
win,"[0, 0, 1, 0, 0, 3, 0, 3, 0, 0, 5, 16, 3, 3]",Christian Unity in England
1850,[],Christian Unity in England
For,[],Christian Unity in England
foreigners,"[0, 0, 0, 0, 7]",Christian Unity in England
roughly,"[4, 2, 0, 182, 6, 85, 0, 0, 0, 237]",Christian Unity in England
against,[],Christian Unity in England
least,"[0, 46]",Christian Unity in England
source,"[4, 1, 3, 4, 3, 0, 0, 1, 20, 5, 0, 1]",Christian Unity in England
some,"[2, 0, 182, 6, 85, 0, 0, 0, 237]",Christian Unity in England
teach,"[0, 0, 4, 0, 4, 0, 0, 0]",Christian Unity in England
should,[],Christian Unity in England
or,"[1, 0, 0, 0, 0, 1, 0]",Christian Unity in England
partly,"[47, 6, 6]",Christian Unity in England
Day,"[0, 0, 1, 0, 0, 0, 56, 7, 0, 0, 1, 0]",Christian Unity in England
marvel,"[11, 1]",Christian Unity in England
judgments,"[50, 0, 0, 0, 0, 4, 3, 0, 0, 0, 4, 0, 0, 0]",Christian Unity in England
changed,"[5, 7, 3, 0, 34, 1, 10, 1, 10, 5, 0, 6, 0]",Christian Unity in England
Newman,"[0, 0, 0, 0, 0]",Christian Unity in England
Oratory,[0],Christian Unity in England
she,[],Christian Unity in England
supposedly,"[0, 1]",Christian Unity in England
Cardinal,"[14, 6, 0, 0, 0, 0, 0, 0, 0, 6, 0]",Christian Unity in England
many,[94],Christian Unity in England
frankly,"[0, 0, 4]",Christian Unity in England
tutorials,[0],Christian Unity in England
going,"[5, 0, 0, 6, 0, 3, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 1, 0, 123, 0, 3, 0, 0, 33, 26, 19, 6, 3, 0, 0, 19, 0, 17, 7, 0, 0, 43, 25, 0, 0, 0, 1, 0, 0, 6, 0, 0, 0, 11, 3, 71, 127, 90, 0, 9, 7, 0, 12, 20, 13, 0, 0, 1, 0, 83]",Christian Unity in England
priests,"[0, 0]",Christian Unity in England
tone,"[0, 0, 12, 0, 0, 14, 6, 0, 9, 2, 0, 0, 0, 2, 0, 0, 0, 0, 37, 23, 0, 59, 0, 6, 0, 0, 0, 0, 9]",Christian Unity in England
minister,"[7, 0, 9, 0, 0, 3, 0, 0]",Christian Unity in England
1864,[],Christian Unity in England
letters,"[0, 0, 0, 8, 22, 0]",Christian Unity in England
confirmed,"[0, 0, 0, 2, 13, 2, 0, 2]",Christian Unity in England
his,[],Christian Unity in England
televised,"[0, 0]",Christian Unity in England
weekly,"[0, 0, 0, 0, 0, 4]",Christian Unity in England
best,"[0, 0, 115, 0, 0, 8, 0, 8, 57, 5, 1, 5, 84, 82, 0, 1, 20, 2, 1, 3, 0, 3, 7, 0, 0, 0, 0, 2, 23, 1, 5, 0, 25, 0, 134, 1, 0, 4, 9, 0, 0, 0, 24, 0, 0, 0, 8, 36]",Christian Unity in England
without,[],Christian Unity in England
According,"[0, 0, 0, 2, 0, 1, 1, 15, 0, 0]",Christian Unity in England
either,[29],Christian Unity in England
children,"[1, 0, 1, 0, 0, 0, 17, 0, 4, 4, 17, 0, 0]",Christian Unity in England
frequently,"[0, 3, 1, 47, 0]",Christian Unity in England
prayers,"[0, 5, 4, 0, 0, 0, 4]",Christian Unity in England
a,"[0, 0, 147, 0, 0, 0, 2793, 0, 0, 0, 0, 0, 0]",Christian Unity in England
18-25,[],Christian Unity in England
is,"[6, 21, 6, 0, 722, 0, 11, 3, 26, 1, 12, 0]",Christian Unity in England
however,"[0, 1, 0, 6, 35, 47, 0, 103, 3]",Christian Unity in England
congregation,"[0, 2, 3, 1]",Christian Unity in England
principal,"[12, 0, 0, 0, 2, 1, 15, 7, 20, 13, 9, 73, 3]",Christian Unity in England
times,"[0, 0, 3, 0, 0, 1, 29, 0, 0, 1, 188]",Christian Unity in England
Primate,"[0, 0, 0, 0, 0]",Christian Unity in England
especially,"[11, 0, 0, 14]",Christian Unity in England
Church,"[0, 0, 0, 54]",Christian Unity in England
Manchester,[1],Christian Unity in England
connection,"[0, 3, 1, 0, 0, 0, 3, 5, 0]",Christian Unity in England
apparently,"[2, 7, 3, 9, 0, 0, 0, 3, 0, 10]",Christian Unity in England
century,"[11, 0, 13, 23, 1]",Christian Unity in England
every,[49],Christian Unity in England
today,"[2, 28, 129]",Christian Unity in England
B.B.C.,[],Christian Unity in England
queen,"[0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",Christian Unity in England
priest,"[0, 0]",Christian Unity in England
attainment,"[0, 1, 2, 0, 8]",Christian Unity in England
arriving,"[0, 84, 123, 0, 3, 0]",Christian Unity in England
sphere,"[1, 1, 0, 0, 0, 0, 1, 0, 0, 32, 0, 2, 0, 34]",Christian Unity in England
Ferris,[],Christian Unity in England
serviceable,[0],Christian Unity in England
identify,"[0, 31, 6, 4, 72, 3, 2, 6]",Christian Unity in England
celebrated,"[2, 0, 1, 0, 1, 4, 1, 0, 0, 0, 0, 35, 4, 0, 9, 0]",Christian Unity in England
portrayed,"[2, 0, 0, 0, 36, 0, 0, 0]",Christian Unity in England
A,"[0, 0, 147, 0, 0, 0, 2793, 0, 0, 0, 0, 0, 0]",Christian Unity in England
fundamental,"[4, 6, 3, 0, 14, 0, 0, 0, 0, 6]",Christian Unity in England
chapel,"[0, 0]",Christian Unity in England
clear,"[0, 2, 0, 14, 0, 0, 18, 3, 0, 8, 0, 0, 0, 5, 113, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 29, 0, 38, 2, 0, 26, 0, 0, 1, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0]",Christian Unity in England
Representing,"[2, 0, 0, 1, 36, 2, 0, 6, 0, 722, 11, 22, 1, 23, 2, 0, 3, 1, 1]",Christian Unity in England
Prayer,"[0, 5, 4, 0, 0, 0, 4]",Christian Unity in England
un-English,[],Christian Unity in England
history,"[0, 31, 40, 13]",Christian Unity in England
tenth,"[0, 0, 0, 0, 0]",Christian Unity in England
present-day,"[5, 2]",Christian Unity in England
kill,"[0, 0, 0, 0, 0, 2, 0, 0, 4, 0, 9, 0, 146, 0, 0, 0, 0]",Christian Unity in England
alone,"[0, 3, 10, 13, 3, 1, 0, 211, 17, 3, 11, 0, 0, 2]",Christian Unity in England
nationalistic,"[0, 0, 0, 0, 0, 0, 0]",Christian Unity in England
attend,"[0, 9, 102, 0, 0, 4, 0, 1, 0, 0, 59, 3, 0]",Christian Unity in England
find,"[0, 3, 0, 7, 1, 123, 3, 2, 1, 1, 7, 0, 0, 2, 37, 5, 55, 0, 0, 0, 17, 102, 8, 0, 8, 1, 4, 14, 0, 0]",Christian Unity in England
significance,"[2, 21, 3, 0, 11]",Christian Unity in England
pulpit,"[0, 0, 0, 1, 2, 0, 1]",Christian Unity in England
less,"[0, 0, 0, 68]",Christian Unity in England
favorable,"[7, 1, 1, 1, 8, 0, 0]",Christian Unity in England
disloyalty,[0],Christian Unity in England
entitled,"[0, 0, 4, 2, 3]",Christian Unity in England
generation,"[0, 13, 0, 0, 0, 1]",Christian Unity in England
engender,"[123, 0, 19, 21, 0, 0, 0, 0, 0, 1]",Christian Unity in England
me,"[0, 0, 0]",Christian Unity in England
longest,"[0, 0, 0, 0, 0, 1, 109, 0, 0, 0, 0]",Christian Unity in England
conversions,"[0, 2, 0, 0, 1]",Christian Unity in England
Most,"[0, 104, 18, 0, 66, 0, 3, 23, 237]",Christian Unity in England
canonized,"[0, 2, 0, 4, 0, 0]",Christian Unity in England
Because,[],Christian Unity in England
',[],Christian Unity in England
fair,"[15, 0, 0, 0, 115, 0, 10, 0, 18, 0, 0, 0, 4, 0, 9, 0, 6, 0]",Christian Unity in England
Of,[],Christian Unity in England
Christians,[10],Christian Unity in England
O,"[2, 0, 0, 0, 4, 0]",Christian Unity in England
resent,"[0, 1]",Christian Unity in England
lecture,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 0, 0, 0, 3, 0, 0, 26]",Christian Unity in England
Irish,"[0, 0, 0, 3, 0]",Christian Unity in England
spirit,"[6, 98, 0, 0, 2, 37, 23, 0, 0, 1, 0, 0, 0, 0, 20, 14, 59, 6]",Christian Unity in England
intellectually,[0],Christian Unity in England
implies,"[5, 2, 0, 0, 0, 0, 37]",Christian Unity in England
are,"[479, 6, 21, 6, 0, 722, 12, 11, 0, 3, 26, 1, 0, 0]",Christian Unity in England
790,[],Christian Unity in England
God,"[59, 4, 1, 0, 0, 2, 0, 0]",Christian Unity in England
too,"[2, 0, 118, 0, 3, 0, 121, 1]",Christian Unity in England
several,"[4, 16, 41]",Christian Unity in England
these,[],Christian Unity in England
speaking,"[0, 0, 2, 5, 0, 6, 26, 14, 14, 0, 0, 0]",Christian Unity in England
years',[],Christian Unity in England
real,"[40, 16, 0, 1, 0, 1, 10, 81, 33, 0, 4, 0, 2]",Christian Unity in England
numerous,"[0, 6]",Christian Unity in England
matters,"[16, 1, 7, 25, 1, 0, 29, 53]",Christian Unity in England
story,"[1, 0, 40, 0, 23, 0, 4, 8, 0, 0, 14, 0, 0, 0, 31, 13]",Christian Unity in England
command,"[6, 2, 0, 0, 8, 1, 0, 0, 0, 4, 38, 4, 4]",Christian Unity in England
account,"[9, 0, 40, 0, 0, 0, 8, 0, 4, 0, 0, 6, 0, 6, 31, 1, 13]",Christian Unity in England
he,"[0, 1039, 2, 486]",Christian Unity in England
proceeded,"[0, 0, 13, 90, 0, 19, 35, 1, 0]",Christian Unity in England
paper,"[4, 6, 8, 0, 7, 0, 17]",Christian Unity in England
masters,"[0, 0, 1, 3, 0, 10, 0, 9, 0, 1, 14, 0, 0, 0, 5, 12, 0, 0, 38, 0, 1, 0, 0, 0, 0, 0]",Christian Unity in England
"9,748,000",[],Christian Unity in England
garb,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0]",Christian Unity in England
saw,"[49, 12, 0, 17, 11, 1, 0, 4, 8, 0, 1, 0, 1, 3, 15, 0, 0, 7, 0, 3, 0, 17, 2, 7, 5, 13, 0, 0, 19, 0, 20, 0, 59, 0, 10, 0, 4, 4, 55, 6, 22, 38, 0, 59, 0, 4, 0, 2, 0, 102, 0, 1, 0, 0, 1, 8, 6, 0, 0, 0, 0]",Christian Unity in England
believed,"[7, 10, 65, 31, 0]",Christian Unity in England
doctrinal,[0],Christian Unity in England
mass,"[0, 0, 20, 0, 1, 1, 2, 4, 0, 0, 0, 0, 2, 0, 3, 1, 0, 0, 0, 0, 1, 4, 12, 1, 102, 0, 12, 0, 2, 18, 0, 0, 1, 0, 0, 0, 11, 0]",Christian Unity in England
feeling,"[49, 0, 6, 0, 14, 6, 4, 2, 0, 8, 0, 0, 23, 37, 0, 40, 55, 59, 6, 6, 11, 3]",Christian Unity in England
feel,"[49, 0, 6, 2, 37, 23, 0, 40, 8, 0, 55, 14, 59, 6]",Christian Unity in England
formed,"[127, 0, 0, 39, 1, 0, 19, 0, 0, 7, 1, 13, 0, 3, 113]",Christian Unity in England
needs,"[6, 0, 0, 80, 51, 14, 22, 0, 0, 0, 0, 0, 6, 5, 16, 6, 1, 54, 8, 0]",Christian Unity in England
London,"[0, 0, 0, 0, 0, 2]",Christian Unity in England
stay,"[0, 1, 0, 0, 0, 1, 2, 0, 1, 18, 0, 0, 0, 13, 0, 16, 6, 16, 1, 0, 13, 1, 0, 6]",Christian Unity in England
Vatican,"[0, 0]",Christian Unity in England
one,"[786, 5, 0, 29, 0, 0, 24, 0, 0, 3, 0, 0, 0, 0, 321, 0, 1]",Christian Unity in England
seem,"[3, 26, 59]",Christian Unity in England
discussion,"[37, 4, 2, 0, 8]",Christian Unity in England
side,"[19, 61, 0, 62, 14, 5, 1]",Christian Unity in England
years,"[0, 0, 61, 133, 12, 0, 33, 36, 0, 0, 0]",Christian Unity in England
persecution,[3],Christian Unity in England
Virgin,"[0, 0, 2, 0, 0, 0, 6, 12]",Christian Unity in England
Free,"[0, 1, 0, 1, 3, 0, 4, 0, 7, 0, 3, 1, 0, 4, 0, 0, 0, 1, 1, 2, 2, 0, 0, 0, 0, 7, 0, 0, 0, 4, 5, 22]",Christian Unity in England
prayer,"[0, 5, 4, 0, 0, 0, 4]",Christian Unity in England
told,"[0, 0, 0, 49, 0, 15, 0, 70, 39, 0, 0, 2, 0, 1, 0, 34, 5, 0]",Christian Unity in England
numbers,"[0, 84, 0, 42, 12, 0, 0, 0, 0, 0, 37, 21, 0, 5, 0, 22, 22, 0, 16, 24, 0, 7, 22, 7, 0, 0]",Christian Unity in England
260,[],Christian Unity in England
professedly,"[0, 0]",Christian Unity in England
last,"[2, 5, 0, 0, 0, 27, 3, 0, 0, 18, 0, 7, 0, 26, 0, 51, 0, 69, 2, 0, 0, 2, 0, 90, 0, 0, 0, 21, 83]",Christian Unity in England
